row_label,col_1,col_2
"Jacobs, Inc., Robert",32,120
Jameson Company,25,14
Jamestown Steel Partition Co,29,20
Jensen Radio Manufacturing Co,30,99
"Jergens, Andrew, Co., of Calif",27,107
"John Hancock Mutual Life Insurance Co., Boston, Mass",26,106
"John Hancock Mutual Life Insurance Co., E. St. Louis, Mo",26,106
"Johnson Glass Company, Inc., The",30,94
Jones & Laughlin Steel Corporation,27,47
"Kahn, Inc., David",31,95
"Kahn & Feldman, Inc",30,45
Kalamazoo Paper Company,30,7
"Kausel, John, d/b/a Kausel Foundry",28,137
Kelsey Hayes Wheel Company,29,118
Kennedy Valve Manufacturing Co,30,100
Kennedy Valve Manufacturing Co,30,100
Kennedy Valve Manufacturing Co,30,100
Kesterson Lumber Corporation,30,14
Killefer Manufacturing Corp,31,62
Kingston Products Corp,25,120
Kingston Products Corp,25,120
"Klauber Wagenheim Co ,",25,28
Koch Sand & Gravel Company,28,102
Koontz Motor Freight Inc,25,70
Koppers Company,31,155
"Kroehler Manufacturing Co., Plant No. 4",27,199
Kroger Grocery & Baking Company,27,55
Kuhner Packing Company,30,133
"La-Plant-Choate Manufacturing Co., Inc",29,7
"Lehigh Portland Cement Company Levey Co., Inc., Frederick H., Philadelphia Plant",27 31,217 44
,27,136
"Leviton Manufacturing Co., Inc",31,113
"Lewis Lumber Company Lewittes & Sons, Inc., a/k/a SiIcon Furniture Co., Inc., and The Grove-",,5
"ville Corp r. Libbey-Owens-Ford Glass Company, Toledo, Ohio",33 31,38
"Libbey-Owens-Ford Glass Company, Charleston, W. Va",31,93
"Lichtenstein, Leo, Byron, and Ruby, d/b/a Harlich Mfg. Co",31,35
"Life Insurance Company of Virginia, The, Alexandria, Va",29,44
"Life Insurance Company of Virginia, The, Columbus, Ga",31,111
"Life Insurance Company of Virginia, The, Detroit, Mich",29,44
"Life Insurance Company of Virginia, The, Newport News, Va",29,44
"Life Insurance Company of Virginia, The, Norfolk, Va",29,44
"Life Insurance Company of Virginia, The, Richmond, Va",29,44
"Life Insurance Company of Virginia, The, Richmond, Va",31,111
"Lima Kenton Grocery Company, The",29,14
Lincoln Engineering Company,25,110
Lincoln Engineering Company,25,110
Lincoln Engineering Company,25,110
"Link-Belt Company, Dodge Plant",26,33
"Link-Belt Company, Dodge Plant",27,152
"Link-Belt Company, Ewart Plant",27,152
"Link-Belt Company, Ewnrt Plant",27,152
"Loew's Incorporated, Culver City, Calif",27,8
"Loew's Incorporated, Culver City. Calif",2:7,133 130
Loew's Incorporated. New York. N. Y,32,102
"Long-Bell Lumber Company, Longview, Wash. Division",29,102
"Long-Bell Lumber Company, Longview, Wash. Division",29,
"Long-Bell Lumber Company, Longview, Wash. Division",329 1,10521
"Long-Bell Lumber Company, Rvderwood Branch Long-Bell Lumber Company, Ryderwood Branch",,
,31,51 149
Lonsdale Company (Re : Lincoln Bleachery & Dye Wks. Div.),27,107
"Lord Baltimore Filling Stations, Inc",31 32,78
