row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
Mining and quarrying of nonmetallic minerals (except fuels),9,5,2,3,0,0,4,356,326,262,232,30,0,0,64,277
Mining,57,22,7,5,8,2,35,3548,3217,1855,837,60,876,82,1362,2005
Construction,217,103,82,14,5,2,114,4543,3922,1983,1587,278,84,34,1939,2063
Wholesale trade,392,132,47,72,5,8,260,14236,12976,5576,2856,2051,61,608,7400,4201
Retail trade,513,204,129,61,1,13,309,16264,14089,6250,4003,1506,77,664,7839,5897
"Finance, insurance, and real estate",68,31,20,5,2,4,37,1597,1449,669,428,80,57,104,780 0,486
U S Postal Service,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Local and suburban transit and interurban highway pas-,52,20,10,8,1,1,32,2319,1888,854,583,219,12,40 180,"1,034 2,535",780
senger transportation Motor freight transportation and warehousing,211,77,11,57,3,6,134,5532,4825,2290,383,1674,53,5,203,"2,482 267"
Water transportation,22,12,5,2,4,1,10,421,374,171,126,8,32,,,
Other transportation,24,14,4,6,1,3,10,836,719,371,271,52,4,44,348,615
Communication,138,69,57,6,1,5,69,3538,3168,1694,1428,38,34,194,1474,1867
"Electric, gas, and sanitary services",65,26,16,8,1,1,39,2491,2247,1031,664,181,33,153,1216,656
"Transportation, communication, and other utilities",512,218,103,87,11,17,294,15137,13221,6411,3455,2172,168,616,6810,6667
"Hotels, rooming houses, camps, and other lodging places",91,32,29,0,1,2,59,5122,4253,1784,1355,141,127,161,2469,1472
Personal services,59,26,19,5,0,2,33,1293,1119,624,339,199,0,86,495,641
"Automotive repair, services, and garages",73,36,13,21,1,1,37,1341,1187,605,313,241,43,8,582,520
Motion pictures,11,8,8,0,0,0,3,150,138,90,90,0,0,0,48,92
Amusement and recreation services (except motion pic- tures),34,9,3,3,0,3,25,2841,2295,1337,258,68,6,1005,958,1420
Health services,386,217,159,15,11 1,32,169,33280,28741,13506,9315,1795,555,"1,841 430","15,235 1,230","12,870 1,308"
Educational services,36,22,9,2,,10,14,2939,2553,1323,707,102,84,85,164,279
Membership organizations,21,15,9,2,0,4,6,470,404,240,113,42,0,,,
Business services,184,105,60,16,9,20,79,7205,5807,3090,1756,537,219,578,2717,3676
MItnellant-ntic renal.- services,25,7,4,2,0,1,18,1945,1759,750,122,63,562,3,1009,139
