row_label,col_1,col_2
',','
8(8)(1),7590,87.5
8(8)(2),1134,13.1
8(b)(3),719,8.3
8(3)(4),743,8.6
8(b)(5),12,0.1
8(b)(8),18,0.2
8())(2),114,1.3
Bl. Analysis of 8(b)(4),Bl. Analysis of 8(b)(4),Bl. Analysis of 8(b)(4)
Total cases 80)(4),743,100.0
8(b)(4)(A),58,7.8
8(5)(4)(13),424,57.1
8(b)(4)(C),6,0.8
8(b)(4)(D),211,28.4
8(b)(4)(A)(B),40,5.4
8(b)(4)(A)(C),1,0.1
8(b)(4)(13)(C),1,0.1
8(b)(4)(A)(B)(C),2,0.3
Recamtulauon',Recamtulauon',Recamtulauon'
8(b)(4)(A),101,13.6
8 (b )( 4 )(B) •,467,62.9
8(b)(4)(C),10,1.3
8(b)(4)(12),211,28.4
B2. Analysis of 8(b)(7),B2. Analysis of 8(b)(7),B2. Analysis of 8(b)(7)
Total cases 8(b)(7),114,100.0
8(b)(7)(A),33,28.9
8(b)(7)(B),8,7.0
8(b)(2)(C),69,60.5
8(b)(7)(A)(B),2,1.8
80X7XAXC),1,0.9
8roxixAmo,i,0.9
',','
(MOM,37,32.5
8(b)(2)(3),11,9.6
8(b)(7)(C),71,62.3
C. Charges filed under Sec 8(e),C. Charges filed under Sec 8(e),C. Charges filed under Sec 8(e)
Total cases 8(e),27,100.0
Against unions alone,27,100.0
D. Charges filed under Sec. 8(g),D. Charges filed under Sec. 8(g),D. Charges filed under Sec. 8(g)
Total cases 8(g) 1,23,100.0
