row_label,col_1,col_2,col_3
8-RC-341,"House of Guest, Inc., The.",18-RC-70,International Sugar Feed Co. &Priority Mills.
16-RC-135 16-RC-149 16-RC-130 16-RC-311,"Houston Creosoting Co Houston Production Co Houston Oxygen Co. Hubbard, J. H. &Son.",19-RC-56,Interstate Telephone Co.
10-RC-202 1-RC-275,"Huber J. W., Corp. Hub Huber, &Radio Co., Inc.",10-RC-499 10-RC-314,"Jacksonville Box Co. Jaclyn Hosiery Mills, Inc."
13-RC-450,Hudson Sharp Machine Co.,31-RC-25,Jacobsen Manufactur- ing Co.
21-RC-366 19-RC-45,"Hughes Aircraft Co. Hull-Rodell Motors, Inc.",36-RO-204 13-RC-212 16-RC-54,Jantzen Knitting Mills. Jefferson Electric Co. Jefferson Chemical Co.
39-RC-25,Hunt Tool Co.,34-RC-106,Jefferson Standard Broadcasting Co.
14-RC-176,Hunter Packing Co.,9-RC-145,Jeffery Manufacturing
13-RC-301 '14-RC-523,Illini Swallowlines. Illinois Electric &Gas Co.,2-RC-539 5-RC-120,Co. Joal Art Co. Jobbers Pants
13-RC-437,Illinois Engineering Works.,7-RC-143,Co. Johns Brothers.
13-RC-179,Illinois Institute of,15-RC-115,Johns-Manville Insula- tion Board Plant.
2-RC-452,"Technology., Independent Filter",3-RC-174,Johnson City Publish- ing Co.
35-RC-136,Press Co. Indiana Desk Co.,36-RC-59 1-RC-790,"Johnson Lumber Co. Johnson Shoe, Inc."
35-RC-186,"Indiana Limestone Co., Inc.",18-RC-328,Johnston Lawnmower Co.
35-RC-159 39-RC-8,Indianapolis Glove Co. Indianapolis Wire Bound Box Co.,16-RC-262,Johnston Manufactur- ing Co.
35-RC-163,Indianapolis News- papers.,2-RC-453,Joma Manufacturing Co.
21-RC-638,Industrial Power& Equipment Co.,13-RC-428,"Jones, W. A., Foundry &Machine Co. Joslin, F. N., Co."
13-RC-87,Ingersoll Milling Ma- chine Co.,1-RC-226 20-RC-233,Kaiser-Frazer Parts Corp.
10-RC-423 21-RC-260,"Inman Mills, Inc. Inspiration Consoli-",20-RC-446 9-RC-106,Kaljian Chevrolet Co. Kanawha Maple Man- ufacturing Co.
2-RC-100 10-RC-172,dated Copper Co. Interborough News Co. Inter-Mountain,2-RC-352,Kearfoot Manufactur- ing Corp.
,Tele- phone Co.,21-RC-769,20-RC-364 Kennecott Copper Corp.
31-RC-8,International Harvester Co. International Harvester,,Kennecott Copper Corp.
32-RC-31,Co. Harvester,10-RC-460,"Kennelly Transfer& Storage Co., Inc."
35-RC-54,International Co.,4-RC-77,Keystone Macaroni
32-RC-94,International Harvester Co.,,Manufacturing Co. Kentucky Utilities
9-RC-189,International Harvester Co.,9-RC-161,"Co., Inc."
9-RC-457,International Harvester Co.,32-RC-34 30-RC-47,Kimberly-Clark Corp. King Investment&
13-RC-198,"International Harvester Co., McCormick Twine Mills.",13-RG-209,"Lumber Co., The Kling Brothers, Engi- neering Works."
,"International Harvester Co., Fort Wayne,",,
13-RC-368,,1-RC-244 1-RC-482,"Knapp Brothers, Shoe Co. Knapp Bros. Shoe Man-"
33-RC-25 14-RC-598,"Indiana, Plant. International Mineral& Chemical Corp.",10-RC-410 7-RC-129,"ufacturing Corp. Knight, J. T., &Son, Inc."
15-RC-62,International Paper Co.,,"Knight, Morley, Corp."
,Shoe Co.,,
,International,,
