Type of litigation,Total - 41 decisions - Non-decided,Total - 41 decisions - Upholding Board position,Total - 41 decisions - Contrary to Board position,In courts of appeals - Non-decided,In courts of appeals - Upholding Board position,In courts of appeals - Contrary to Board position,In district courts - Non-decided,In district courts - Upholding Board position,In district courts - Contrary to Board position,In bankruptcy courts - Non-decided,In bankruptcy courts - Upholding Board position,In bankruptcy courts - Contrary to Board position
Totals-41 decisions,32,30,2,14,12,2,13,13,0,5,5,0
ALL DETAIL ROWS (NLRB-initiated actions/interventions; Action by other parties; To review; To enjoin NLRB; To compel NLRB and subcategories),,,,,,,,,,,,
