row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10
Precomplaint Settlements and Adiustments (%),9.7,9.7,11.9,14.1,15.3,17.5,17.8,19.4,19.4,20.5
Cases in Which Complaints Issued (%),11.0,16.4,17.2,13.5,15.4,14.8,15.6,16.1,17.2,15.7
Total Merit Factor (%),20.7,26.1,29.1,27.6,30.7,32.3,33.4,35.5,36.6,36.2
