row_label,col_1,col_2
TABLE,,PAGE
18.,"Distribution of Unfair Labor Practice Situations Received, by Number of Employees in Establishments....……………………",158
19.,"Litigation for Enforcement and/or Review of Board Orders, Fiscal Year 2005; and Cumulative Totals, Fiscal Years 1936 through 2005…",159
19A.,"Proceedings Decided by Circuit Courts of Appeals on Petitions for Enforcement and/or Review of Board Orders, Fiscal Year 2005, Compared With 5-Year Cumulative Totals, Fiscal Years 2000 through2005……………………………………………………….",160
20.,"Injunction Litigation Under Sections 10(e), 10(j), and 10(l)…………..",161
21.,Special Litigation Involving NLRB; Outcome of Proceedings in Which Court Decisions Issued in Fiscal Year 2005………………..,162
22.,"Advisory Opinion Cases Received, Closed, and Pending……………..",163
22A.,Disposition of Advisory OpinionCases………………………………..,163
23.,"Time Elapsed for Major Case Processing Stages Completed, Fiscal Years 2004 and 2005; and Age of Cases Pending Decision, September 30, 2004 and September 30, 2005……..…….................",164
24.,NLRB Activity Under the Equal Access to JusticeAct……………….,165
