row_label,col_1
2-0-6582,"A. W. Metal Products Co., Inc. Agar Packing & Provision Corp."
18-0-2483,
10-0-1811,Aldora Mills.
5-0-1976,"Allen-Morrison Sign Co., Inc."
8-0-2006,Alliance Rubber Co.
6-0-1023,Allis-Chalmers Mfg. Co.
2-0-6506,Aluminum Co. of America.
2-0-5963,"American Book-Stratford Press, Inc."
9-0-2849,American Laundry Machinery Co.
20-0-1558,American Patrol Service.
2-0-6008,"Ames Spot Welding Co., Inc."
15-0-1175,"Armory Garment Co., Inc."
15-0-1217,"Artcraft Hosiery Co., Inc."
4-0-1677,Arton Studios.
21-0-2735,"Association of Motion Picture Producers, Inc."
10-0-1940,"Atlanta Broadcasting Co., J. W. Woodruff, d/b/a."
10-0-1842,Atlanta Metallic Casket Co.
10-0-1933,Atlantic Co.
10-0-1898,"Atlantic Stages, J. A. Booker, d/b/a."
10-0-1869,Atlantic Towing Co.
18-C-2747,"Aurora Wall Paper Mill, Inc."
10-0-1928,"Babcock-Wilcox Co., The."
8-0-1818,"Bailey Co., The."
18-0-2761,Baker Mfg. Co.
18-C-1359,Barker Equipment Co.
7-0-1405,Barton Brass Works & Precision Machine Parts Co.
20-0-1452,"Basic Vegetable Products, Inc."
1-0-2790,"Bean, D. D., & Sons."
14-0-1157,"Bennett Wholesale Co., Inc."
2-0-6055,"Bergen Point Iron Works, a Corporation."
5-0-2138,Bethlehem Steel Co. Bethlehem Steel Co.
6-0.11000 8-0-1976,Bettcher Mfg. Corp.
16-0-1289,Bewley Mills.
10-0-1995,"Bibb Mfg. Co., plant No. 1."
18-0-2757,"Bingham's, Samuel, Son Mfg. Co."
9-0-2386 13-0-2882,"Bluefield Mfg. Sportwear, Inc."
17-0-1479,Boreva Boss Mfg. Co.
7-0-1839,Briggs Mfg.
,"Brown Express, H. P. Brown."
16-0-1212,Co.
5W-0-11,Brown Mfg. Co. Brown & Sharpe Mfg. Co.
1-0-2953,"Bruce, E. L."
15-0-1084,Burnette Castings
7-0-1611 10-0-1923,Co. Burns Brick Co.
2-0-6130,"Bushey, Ira S., & Sons, Inc."
20-0-1428,Califruit Canning Co.
20-0-1566,Califrult Canning Co. Carnegie Illinois Steel Corp.
13-0-2799 4-0-1579,Carpenter Steel Co. Carson Pirie Scott & Co.
18-0-8044 10-0-1868,
,"Cedartown Yard Mills, Inc."
