row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11
AFL-CIO v. Local Local v. Local.. - .............. - ........ ----------- ................ -.......--,489 24,153 24,145 -,,8 24,35 o,93 o,90 -,,3 o,208 o
. 2-union elections,513,177,145,0,32,35,93,90,0,3,208
AFL-CIO v. AFL-CIO i. AFL-CIO,81,79,79,,,2,0,0,,,0
3-union elections ',81,79,79,0,0,2,0,0,o,o,0
Total RD elections ',16167,"• 4,911",4542,129,240,2556,2753,2491,76,186,5947
