row_label,col_1,col_2,col_3
"Hearing, completed",110,6,99
Decisions issued after hearing,119,7,108
By Regional Directors,110,6,100
By Board,9,I,8
Transferred by Regional Directors for initial deosion,1,0,0
RCVILW of Regional Directors decisions Requests for review received,1,1,23
Withdrawn before request ruled upon,0,0,0
Board action on requests ruled upon total,28,0,28
Granted,18,0,18
Denied,10,0,10
Remanded,0,0,0
"Withdrawn after request granted, before Board",,,
review,0,0,0
"Board decision after review, total",9,I,8
Regional Directors' decisions,,,
Affirmed Modified,2,1,I
,6,0,6
