row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
Maine,130,110,88,18,4,0,0,0,0,15,11,1,3,I,0,4
New Hampshire,77,61,50,8,3,0,0,0,0,11,7,0,4,2,0,3
Vermont,55,50,41,8,1,0,0,0,0,5,4,0,I,0,0,0
Massachusetts,1.278,1088,843,184,30,23,2,2,4,175,133,7,35,2,0,13
Rhode Island,152,119,81,27,4,3,0,3,1,31,22,1,8,I,o,1
Connecticut,708,615,453,148,7,4,0,1,2,83,65,7,11,5,0,5
New England,2400,2043,1 556,393,49,30,2,6,7,320,242,16,62,11,0,26
New York,3 767,3025,1844,1044,84,16,12,1,24,693,582,26,85,14,0,35
New Jersey,1461,1119,790,217,62,34,4,2,10,308,247,11,50,23,1,10
Pennsylvania,2798,2307,1.717,441,87,36,2,2,22,460,359,13,88,II,3,17
Middle Atlantic,8026,6451,435!,1702,233,86,18,5,56,1 461,1.188,50,223,48,4,62
Ohio,2750,2287,1599,566,106,6,0,1,9,435,334,15,86,18,2,8
Indiana,1655,1450,1012,387,21,21,2,0,7,185,141,9,35,7,2,11
Illinois,2692,2144,1396,535,127,52,4,0,30,485,304,60,121,16,1,46
Michigan,2342,1800,1328,403,50,12,1,1,5,517,379,24,114,II,1,13
Wisconsin,739,559,404,144,7,0,2,0,2,162,107,6,49,2,0,16
East North Central,10178,8 240,5 739,2035,311,91,9,2,53,I 784,1265,114,405,54,o,94
lowa,326,247,180,54,9,4,0,0,0,79,48,9,22,0,0,0
Minnesota,564,370,260,61,34,1,1,0,13,183,104,19,60,6,0,5
Missouri,1099,874,601,193,52,13,1,1,13,214,141,13,60,6,0,5
North Dakota,31,22,16,6,0,0,0,0,0,9,5,I,3,0,0,0
South Dakota,36,27,19,5,3,0,0,0,0,9,7,0,2,0,0,0
Nebraska,107,84,65,14,5,0,0,0,0,22,17,3,2,0,0,I
Kansas,231,177,119,52,2,0,1,0,3,49,37,2,10,1,0,4
North Central,2394,,1260,385,,,,,,,,,,,0,15
West,,1801,,,105,18,3,1,29,565,359,47,159,13,,
Delaware,87,66,36,10,18,2,0,0,0,19,13,0,6,2,0,0
Maryland,843,711,429,267,9,3,1,0,2,125,105,3,17,5,0,2
