row_label,col_1,col_2
2-R-5623,Majestic,Majestic
5-R-2184,"Manchester Board & Paper Co., Inc.","Manchester Board & Paper Co., Inc."
57R-2208,Marshall Field Co.,Marshall Field Co.
5-R-2355,Martinsburgh Paper Box Co.,Martinsburgh Paper Box Co.
23-R-97,"Matson Navigation Co., Hawaiian Hotels Division.","Matson Navigation Co., Hawaiian Hotels Division."
15-R-1513,Memphis Sash & Door Co.,Memphis Sash & Door Co.
10-R-1733,Metsap Chemical Co.,Metsap Chemical Co.
18-R-1504,Minneapolis Plastic Moulders.,Minneapolis Plastic Moulders.
14-R-1399,Mississippi Valley Barge Line Co,Mississippi Valley Barge Line Co
1-R-2606,Monsanto Chemical Co. (Plastics Division).,Monsanto Chemical Co. (Plastics Division).
11-R-875,"Mooney, W. W., & Sons Corp.","Mooney, W. W., & Sons Corp."
6-R-1155,,
,"National Carbon Co., Inc.","National Carbon Co., Inc."
8-R-2020,"National Carbon Co., Inc.","National Carbon Co., Inc."
13-R-3306,National Die Casting Co.,National Die Casting Co.
8-R-1891 10-R-1726,National Lime & Stone Co. National Oil Products Co.,National Lime & Stone Co. National Oil Products Co.
17-R-1202,,
,"New Jersey Zinc Co., The Empire Zinc Division. New Jersey Zinc Co., The Mineral Point Division.","New Jersey Zinc Co., The Empire Zinc Division. New Jersey Zinc Co., The Mineral Point Division."
13-R-3043,,
18-R-1411,Nichols Wire & Steel Co.,Nichols Wire & Steel Co.
11-R-794,"Noblitt Sparks Industries, Inc.","Noblitt Sparks Industries, Inc."
21-R-3002,"Northrop Aircraft, Inc.","Northrop Aircraft, Inc."
9-R-1911,Ohio Knife Co.,Ohio Knife Co.
9-R-1812,Ohio Valley Bus Co.,Ohio Valley Bus Co.
13-R-3240,"Oilgear Co., The. Oil Well Supply Co.","Oilgear Co., The. Oil Well Supply Co."
6-R-1246,,
17-R-1412,Oil Well Supply Co.,Oil Well Supply Co.
10-R-1901,O'Neal Mfg.. Co.,O'Neal Mfg.. Co.
9-R-1742,Owens-Illinois Glass Co.,Owens-Illinois Glass Co.
9-R-1799,Owens-Illinois Glass Co.,Owens-Illinois Glass Co.
20-R-1597,"Pacific Electric Mfg., Corp.","Pacific Electric Mfg., Corp."
18-R-1517,Pako Corp.,Pako Corp.
10-R-1528,"Palmetto Cotton Mills, Inc. Paper Container Mfg., Co.","Palmetto Cotton Mills, Inc. Paper Container Mfg., Co."
13-R-3164,,
4-R-1969,Parish Pressed Steel Co.,Parish Pressed Steel Co.
19-R-1707,Paulus bros. Packing Co.,Paulus bros. Packing Co.
21-R-3053,,
6-R-1154,Payne Furnace Co. Pennsylvania Electric Co.,Payne Furnace Co. Pennsylvania Electric Co.
6-R-1165,,
6-R-1393,"Pennsylvania Electric Co., The. Penn Union Electric Corp","Pennsylvania Electric Co., The. Penn Union Electric Corp"
,"Life Insurance Co. Charles Co., Inc.","Life Insurance Co. Charles Co., Inc."
5-R-2014,Peoples,Peoples
2-R-6497,"Pfizer, Phillips Packing Co., Inc.","Pfizer, Phillips Packing Co., Inc."
5-R-2218,,
8-R-2075,"Pitcairn Co., Pittsburgh Valve & Fittings Division.","Pitcairn Co., Pittsburgh Valve & Fittings Division."
13-R-3624,"Plastic Molders, Inc.","Plastic Molders, Inc."
6-R-1244,,
,Pocahontas Tanning Co.,Pocahontas Tanning Co.
5-R-2181,Pohlig Bros.. Pomona Aircraft Co.,Pohlig Bros.. Pomona Aircraft Co.
21-R-2966,,
16-R-1730,"Prest-O-Lite Co. Co., Inc., The.","Prest-O-Lite Co. Co., Inc., The."
16-R-1519,,
10-R-1741,Presto-O-Lite Puritan Mills.,Presto-O-Lite Puritan Mills.
-7-R-2088,Pure Oil Co. Oil Co.,Pure Oil Co. Oil Co.
7-R-2149,"Pure Oil Co., The.","Pure Oil Co., The."
16-R-1606,Pure Pyro Products Co.,Pure Pyro Products Co.
9-R-1900,,
2-R-6445,Development-Research Corp.,Development-Research Corp.
6-R-1296,"Radio & Industrial Engineering Co. W. A., Ltd.","Radio & Industrial Engineering Co. W. A., Ltd."
23-R-116,"Railway Ramsay,","Railway Ramsay,"
9-R-2148,"Ranco, Inc. Reichert Float & Mfg. Co.","Ranco, Inc. Reichert Float & Mfg. Co."
8-R-2162,,
,Whiteman Walton Co. Reliance Mfg. Co.,Whiteman Walton Co. Reliance Mfg. Co.
4-R-2060 6-R-1404,Reilly,Reilly
,Mfg. Co.,Mfg. Co.
11-R-969,,
,Reliance,Reliance
