row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13
AFL-CIO v. Local 2-union elections,44 466,44 435,- 203,- 56,- 0,44 176,0 31,0 0,- 0,- 0,---- 0,0 o,0 0
Total RD elections,28241,6721,5037,1160,145,379,3551,5476,4145,713,71,547,12493
