row_label,Circuit courts of appeals (headquarters),Total cases filed FY 1988,Total cases filed cumulative 1983-1987,Affirmed in full — Filed FY 1988 Number,Affirmed in full — Filed FY 1988 Percent,Affirmed in full — Cumulative 1983-1987 Number,Affirmed in full — Cumulative 1983-1987 Percent,Modified — Filed FY 1988 Number,Modified — Filed FY 1988 Percent,Modified — Cumulative 1983-1987 Number,Modified — Cumulative 1983-1987 Percent,Remanded in full — Filed FY 1988 Number,Remanded in full — Filed FY 1988 Percent,Remanded in full — Cumulative 1983-1987 Number,Remanded in full — Cumulative 1983-1987 Percent,Affirmed in part and set aside or remanded in part — Filed FY 1988 Number,Affirmed in part and set aside or remanded in part — Filed FY 1988 Percent,Affirmed in part — Cumulative 1983-1987 Number,Affirmed in part — Cumulative 1983-1987 Percent,Set aside — Filed FY 1988 Number,Set aside — Filed FY 1988 Percent,Set aside — Cumulative 1983-1987 Number,Set aside — Cumulative 1983-1987 Percent
Total of all circuits,165,1372,125,75.8,990,72.2,9,5.4,105,7.6,4,2.4,44,3.2,4,2.4,77,5.6,23,13.9,156,11.4,
