Size of establishment (number of employees),Total / Total number of situations,Total / Total number of situations,Total / Cumulative percent of situations,CA / Number of situations,CA / Percent of size class,CB / Number of situations,CB / Percent of size class,CC / Number of situations,CC / Percent of size class,CD / Number of situations,CD / Percent of size class,CE / Number of situations,CE / Percent of size class,CG / Number of situations,CG / Percent of size class,CP / Number of situations,CP / Percent of size class,CA-CB combinations / Number of situations,CA-CB combinations / Percent of size class,Other C combinations / Number of situations,Other C combinations / Percent of size class
Totals,30144,100.0,,23224,100.0,5545,100.0,451,100.0,178,100.0,43,100.0,29,100.0,76,100.0,601,100.0,17,100.0
_size_class_breakdown_placeholder,,,,,,,,,,,,,,,,,,,,,
