row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13
"Employees receiving backpay: From either employer or union From both employer and union ..... Employees reimbursed for fees, dues, and","16,413 13","16,073 9","12,533 9",539 0,8 0,"1,877 0","1,116 0",340 4,231 3,1 0,2,71 1,35 0
fines: From either employer or union From both employer and union.,"2,510 228","2,250 48","2,060 aa",0 0,0 0,139 0,51 0,260 180,232 as,0,0,28 132,0
"C. By amounts of monetary recovery, total",44782718,44201401,24866545,957901,78235,9786018,8512702,581317,180939,23673,21058,197873,157774
"Backpay (includes all monetary payments except fees, dues, and fines) Reimbursement of fees, dues, and fines","44,444,004 338,714","43,950,577 250,824","24,638,148 228,397","957,901 0",78235,"9,779,428 6,590","8,496,865 15,837","493,427 87,890","133,318 47,621",23673,21058,"157,604 40,269",157774
