row_label,col_1,col_2,col_3
International Furniture Co,"May 20, 1940","May 21,1940","June 7,1940"
International Harvester Co,"July 31, 1939","Aug. 1, 1939",(2)
"Interstate Broadcasting Co., Inc","Nov. 13,1939","Nov. 13, 1939","Dec. 11, 1939"
Interstate Steamship Co,"Oct. 26,1939","Oct. 30,1939","Nov. 6,1939"
Do Interstate Telephone &Telegraph Co,do,do __,"Do. Feb. 1,1940"
Iowa Poultry Producers Marketing Association,"Nov. 17,1939 Nov. 13, 1939","Nov. 17,1939 Nov. 13, 1939","Jan. 30, 1940"
Iowa Southern Utilities Co,"July 31,1939","Aug. 1, 1939 do","Sept. 22,1939 Do."
Do_,do,June,(2)
"Jameson Packing Co Johnson-Carper Furniture Co., Inc","June 3,1940 Aug. 10,1939","3,1940 Aug. 10, 1939","Aug. 24,1939"
Kalamazoo Paper Co,"Mar. 28, 1940","Mar. 28,1940","Apr. 22,1940"
Kansas Milling Co,"July 13,1939","July 15, 1939","Sept. 2, 1939"
Kansas City Structural Steel Co,"Oct. 26,1939","Oct. 27,1939","Dec. 13,1939"
S. Karpen &Bros,"May 20,1940","May 21,1940","June 7, 1940"
Raymond Katz Studio Kawneer Co,"July 27,1939","Aug. 2, 1939","Oct. 23, 1939"
,"Mar. 25,1940","Mar. 25, 1940","Apr. 15,1940"
Kelsey-Hayes Wheel Co,"Sept. 15,1939","Sept. 15,1939","Oct. 28, 1939"
"Kentucky Fire Brick Co., The","Dec. 14,1939","Dec. 14,1939 Nov. 10,1939","Jan. 16,1940"
"King Features Syndicate, Inc","Oct. 9,1939",,"May 24,1940"
Do,"Oct. 19,1939","do June 20,",Do.
Kingston Products Corporation,"June 18, 1940",1940,(2)
Kingston Radio Co,do Dec.,"do Dec. 4, 1939","(2) Dec. 29,1939"
W. H. Kistler Stationery Co Klauber and Wagenheim Wholesale Grocery Co,"4,1939 June 4,1940","June 4,1940",
Koontz Motor Freight Co,"June 10,1940","June 13, 1940 July 27,1939",( 22 2 )) )
Kzoger Grocery &Baking Co,"July 12,1939","Dec. 8,","Jan. 23, 1940"
M. Kutz Co,"Dec. 7, 1939",1939,
"Chris Laganas Shoe Co., Inc","May 14,1940","May 15,1940 do","June 6,1940 Do."
Do,"do Jan. 25, 1940","Jan. 25, 1940","Mar. 2,1940 Oct. 23,"
Wm. Lans Co Walter Lantz Productions,"July 27, 1939","Aug. 2,1939 Dec. 4, 1939",1939
Lawson Manufacturing Co R. K. LeBlond Machine Tool•Co. et al,"Dec. 4,1939 Dec. 7,1939","Dec. 7,1939","Jan. 22, Jan. 30,"
,,,1940 1940
Lee Rubber &Tire Corporation (Republic Rubber Divi- sion),"May 27,1940 Mar. 21, 1940","May 27, 1940 Mar. 21,1940","June 28, 1940 May 14, 1940"
Lewis Bolt &Nut Co,"pr. 8, 1940","Apr. 8, 1940","May 15, 1940"
Lewis Steel Products Corporation,"May 2, 1940","May 2, 1940","May 28,1940"
Liberty Powder Co Life Insurance Co. of Virginia,"May 10, 1940","May 10, 1940",June
"Lihue Plantation Co., Ltd","Oct. 9, 1939","Oct. 12, 1939","6,1940 Jan. 8,1940"
,do,do,Do.
Do Lincoln Engineering Co,"June 10, 1940","June 10,1940",(2)
Do,,do,(2)
,do do,"do Jan. 11,1940","(2) Feb. 19, 1940"
"Do Lindarme Tube Co., The","Jan. 11, 1940 Aug. 28,1939","Aug. 29,1939","Oct. 17, 1939"
L. B. Lockwood Co Loew's Incorporated,"Aug. 21,1939","Aug. 24,1939","Aug. 28,1939"
"Do Loew's Inc., eta!",do,do do,Do. Do.
Do,do do,do,Do.
,,do,
Do,"do Feb. 13, 1940","Feb. 13,1940","Mar. 26,"
P. Lorillard Co Los Angeles Evening Herald ez Express,"June 10,1940","June 27,1940",1940 2) 1 )
Los Angeles Evening News,do,"do May 7, 1940",(2 )
Luckenbach-Gulf Steamship Co Luckenbach Steamship Co,"May 8,1940 do",do,(2)
,"May 9,1938","June 14,1938","Dec. 16, 1939"
"Magnolia Petroleum Co Malone Bronze Powder Works, Inc","Nov. 18,1939","Nov. 16, 1939","Jan. 15, 1940"
,"Mar. 18, 1940",,"May 17, 1940"
"Maryland Dry Dock Co., Inc Metro-Goldwyn-Mayer et al","July 27, 1939","Mar. 18, 1940 Aug. 2, 1939","Oct. 23, 1939"
Mexican Petroleum Corporation &American Oil Co Meyer-Stark Manufacturing Co,"Dec. 18,1939 Mar. 4,1940","Dec. 19,1939 Mar. 5, 1940","(2) Mar. 26,1940"
,"Oct. 19,1939","Oct. 19, 1939","Nov. 20, 1939"
Midland Steel Products Co. et al,"Mar. 7,1940","Mar. 7,","Apr. 16,1940"
Miller Cereal Mills,,1940,"Jan. 20,1940"
"Miss Saylor's Chocolates, Inc","Dec. 14,1939","Dec. 14, 1939",(I)
,"Jan. 11, 1940","Jan. 11,1940",
Missouri Utilities Co,"May 6,1940","May 7,1940","June 18,1940"
Monteith Bros. Manufacturing Co,"Mar. 14, 1940","Mar. 14, 1940",
Montgomery Ward &Co,,,
Do,do,do,"June 24,1940"
,"May 27,1940","May 28, 1940",
Do,,,
,"June 6, 1940","June 7, 1940",
Do,,,(3)
