row_label,col_1,col_2,col_3
10-CA-218 5-CA-76,Allied Packaging Co. American Steam Laun- dry Co.,10-CA-283 33-CA-4,"Livingston Shirt Corp. Lone Star Cotton Mills, Inc., The."
10-CA-165 1-CA-3 10-CA-225,Arkwright Mills. Arrow Armature Co Avondale Mills.,1-CA-177 15-CA-22,Maine Fillet Co. Maibis Bakery Co.
14-CA-38,"Bingham's, Samuel, Son Manufacturing Co.",10=CA-152 10-CA-94,"Manhattan Coil Corp. Miller Georgia, Inc."
32-CA-26,"Black, L. A., Rice Mill- ing Association, Inc.",10-CA-188 36-CA-27,"Mitchell Canniers, Inc. Monument Peak Log-"
20-CA-71,Blackburn Auto Parts.,,ging Co.
18-CA-24,Boland Manufacturing Co.,7-CA-152,Mueller Brass Co.
2-CA-113,Brooklyn Trust Co.,20-CA-81,Northern Motor Co.
2-CA-268,"Buitoni Spaghetti, Inc.",19-CA-124,"Old Faithful Beverage Co., Inc."
20-CA-72,Capitol Tractor & Equipment Co.,13-CA-48,Peru Radiator Manu-
33-CA-5 10-CA-178 8-CA-113,"Cities Transit Co. Clark Thread Co., The.",,facturing Co.
16-CA-47,"Coca-Cola Bottling Co. Dorsey Co., The.",5-CA-132 10-CA-540,Roanoke Garment Co. Rowe Transfer & Stor- age Co.
15-CA-69,Douglas Public Service Corp.,,San Juan Corp.
4-CA-62,"Duplex Hosiery Mill, Inc.",38-CA-8 33-CA-2 8-CA-128,"Savage Painting Co. Schwartz, R. H., Rub- ber Co."
30-CA-21,Empire Petroleum Co.,13-CA-29 10-CA-273,"Skyline Co., The. Southeastern Equip- meat, Inc."
5-CA-3,"Fairmont Foods Co., Imperial Ice Cream Co , Division of.",10-CA-221,"Southern Athletic Co., Inc."
16-CA-4,"Fleming & Sons, Inc. Fli-Back Co., The.",10-CA-40,"Southern Dairies, Inc. Stickney's, Inc."
34-CA-32 10-CA-214,"Florida Fruit Canners, Maxcy, L., Inc.,",30-CA-26 34-CA-15,"Swift & Co., Dairy & Poultry Division Plant."
1-CA-232 2-CA-168,"Fox Point Warehouses & Terminal Co. Food Products, Glassoloid Corp. of",,"Walters, Sol. Wasden Motor Sales,"
,Frigid Inc.,10-CA-193,Transfer Supply Co. trol.
7-CA-1,,20-CA-58,Veterans Security Pa-
,America.,2-CA-236 20-CA-165,a Corp.
10-CA-83 10-CA-6,"Herman Sausage Fac- tory, Inc. Horton's Laundry, Inc.",16-CA-45 18-CA-25,Weatherford Spring Co. Webster Cooperative Dairy Association.
,"Kinfolk,",,Wilkinson Lumber Co. Pictures
3-CA-55,Inc.,20-CA-62 21-CA-78,Wilshire Corp.
