row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
Delaware,7,3,1,1,0,I,4,480,440,134,125,5,0,4,306,54
Maryland,74,34,25,7,1,I,40,4 760,4 118,"2076 ,",1619,380,6,71,2042,2348
District of Columbia,30,22,20,1,1,0,8,1006,891,580,443,28,103,6,311,860
Virginia,47,29,18,5,1,5,18,2905,2594,1265,924,200,10,131,1329,1514
West Virginia,22,11,7,2,2,0,II,1036,923,443,376,29,38,0,480,446
North Carolina,35,15,12,3,0,0,20,16642,15426,6106,5941,165,0,0,9320,1848
South Carolina,13,3,3,0,0,0,10,1189,1102,489,439,50,0,0,613,341
Georgia,62,33,24,9,0,0,29,8061,7360,3245,2668,547,30,0,4115,2755
Flonda,67,26,16,9,0,1,41,5153,5026,1877,1350,505,10,12,3149,810
South Atlantic,357,176,126,37,5,8,181,41232,37880,16 215,13885,1909,197,224,21665,10976
Kentucky,,23,13,9,1,0,2),3645,3319,1400,1123,192,85,0 9,1919,793
Tennessee,48 55,28,13,14,0,1,27,7.443,6871,2769,2448,312,0,,4102,1586
Alabama,50,28,24,4,0,0,22,3283,3045,1521,1404,102,14,1,1524,1550
Mississippi,19,4,3,0,1,0,15,1671,1566,579,510,16,14,39,987,360
East South Central,172,83,53,27,2,1,89,16042,14801,6269,5 485,622,113,49,8532,4289
Arkansas,33,15,15,0,0,0,18,3705,3247,1599,1579,20,0 5,0 22,"1,648 603",1957
Louisiana,35,18,12,5,0,I,17,"1,385 772","1,242 700",619 273,481 242,131 25,0,,427,776
Oklahoma,19,7,5,1,0,1,12,,,,,,,6,,207
Texas,72,34,21,12,0,1,38,4616,4186,2169,1363,802,0,4,2017,2295
West South Central,159,74,53,18,0,3,85,10478,9375,4680,3665,978,5,32,4695,5235
Montana,19,10,,1,1 0,0,9,587,512,206,79,23,104,0,306,113 244
Idaho,11,5,8 5,0,,0,6,1008,924,253,249,0,0,4,671,
Wyoming,4,4,2,1,0 0,1,0,141,131,96,27,8 10,1,60,35,141
Colorado,43,23,19,0,,4,20,1569,1380,702,541,77,0 0,151 105,678,712 374
New Mexico,9,6,2,2,0,2,3,450,419,244,62,34,0,0,175,428
Arizona,19,8,7,1,0,0,11,1110,1011,436,402,,,,575,170
Utah,17,8,4,4,0,0,9,989,875,307,163,108,36,0,568,
