row_label,col_1,col_2,col_3
4-UA-364,Lehigh Portland Cement Co.,8-UA-904 19-UA-1212,Ohio Bank Building. Okanogan Valley Motor
"4-UA-672 ,",Lehigh Portland Cement Co.,,Freight.
9-UA-660,"Lexington Railway Sys- tem, Inc.",36-UA-733 36-UA-763 36-UA-764,Oregon City Motor Co. Oregon Lumber Co. Oregon Lumber Co.
18-UA-993,"Lindahl, A. E., 'Sand & Gravel Co.",,Pacific Frontier Broad-
3-UA-503 21-UA-647,"Linde Air Products Co. Lloyd Corp., Ltd.",37-UA-3,"casting Co., Ltd., Radio Station Kula (KULA)."
21-UA-1522,Long Beach Oil Develop-,9-UA-428,Paducah Bus Co.
,ment Co.,1-UA-1968,Pantex Manufacturing Corp.
19-UA-1213,McCarroll Transfer.,8-UA-680,"Park Drop Forge Co.,"
36-UA-737,"McDaniel Motors, Inc.",,The.
21-UA-48,"McKeon Canning Co., Inc.",8-UA-1075,"Park Drop Forge Co., The."
2-UA-3856,Mach Manufacturing,21-UA-1099 17-UA-663,Peter Pan Bakery. Phillips Petroleum Co.
13-UA-1262,Corp. Mack-International Mo- tor Truck Corp.,9-UA-769 13-UA-1574,"Pierson Hollowell Co., Inc."
19-UA-596,Mack International Mo- tor Truck Corp.,19-UA-501,Pioneer Tool & Engi- neering Co. Polaris Mining Co.
2-UA-3857,"Mack Manufacturing Corp., General Service Division.",36-UA-1180 21-UA-1180,Portland Gas & Coke Co. Probert Mfg. Co.
31-UA-286,Madison Gas & Electric Co.,36-UA-889 36-UA-890,Radio Station KFLW Radio Station KFJI
14-UA-1441,Marblehead Lime Co.,18-UA-1028,Ready Mix Concrete Co.
14,Marblehead Lime Co.,2-UA-3948,Remington Optical Corp.
37-UA-15,"Maui Electric Co., Ltd.",1-UA-1666,Retail Fuel Institute.
37-UA-4,"Maui Publishing Co., Ltd.",35-UA-467,Reynolds Gas Regulator Co.
8-UA-735,Midland Steamship Co.,8-UA-905,"Richardson Building, Fif-"
36-UA-738 18-UA-994,Miller Motors. Minneapolis Builders,21-UA-1452,"ty Associates Co., The. Richfield Oil. Richfield Oil Corp."
18-UA-995,Supply Co. Minnesota Sand & Gravel,21-UA-1674 18-UA-996,"Richfield Yard, Inc."
7-UA-488,Co.,19-UA-1003,Riverview Manufactur- ing Co.
,Monarch Pattern & En- gineering Co.,21-UA-1416,Robert Manufacturing
19-UA-700 19-1TA-961,Montana Flour Mills. Montgomery Ward & Co.,18-UA-997,Co. Roberts Oscar Co.
,Montgomery Ward & Co.,,Rochester Box &
21-UA-1482,,3-UA-765,"Lumber Co., Inc."
36-UA-1211,Multnomah Trunk & Bag Co. Muskeogon Pattern,10-UA-88,Rock Hill Printing & Finishing Co.
7-UA-484,"Works. Myers, Henry B., Co.,",21-UA-638 18-UA-870,Rohr Aircraft Corp. Rose Bros. Lumber &
5-UA-371,The.,4-UA-638,"Supply Co., Inc. Rote, A. B., Co."
6-UA-407 14-UA-554,National Lead Co. National Oats Co.,14-UA-1466,Rupps Plumbing & Heat- ing Co.
38-UA-70,New York & Porto Rico Steamship Co.,31-UA-338,"Safeway Steel Products,"
8-UA-902 3-UA-571,Nicholas Building Co.,30-UA-477,"Inc. Safeway Stores, Inc."
,"Niles, Shepard, Crane &",7-UA-568,Saginaw Foundries Co.
14-UA-1245,Hoist Corp. Norberg Manufacturing,14-UA-1209,St. Louis Hotel
,Co.,,Supply Co.
14-UA-1426,Nordberg Manufacturing Co.,19-UA-644,Savage & Nixon Time Service.
19-UA-73,Northwest Greyhound Lines.,19-UA-1259 8-UA-901,Seattle Luggage Corp. Security Building.
,Northwest Supply Co.,20-UA-125,Shell Chemical Corp.
19-UA-702,,,
