row_label,col_1
17-R-1445,"Kistler, W. H., Stationery Co."
7-R-2619,"Kline, Lewis T. Co."
7-R-2435,Klise Mfg. Co.
1-R-3706 17-R-1719,"Knight, George & Co."
11-R-1246,"Knowles, Vans, Inc."
,Knox Consolidated Coal Corp. Co.
10-R-2573,Knox Metal Products
13-R-4147,Knoxville Mining Co.
21-R-3458,Kohlenberger Engineering Corp.
15-R-1954,Kohlmann Bros. & Sugarman Co.
4-R-2229,"Koppers Co., Inc."
23-R-221,"Kress, S. H. & Co."
2-R-6993,Kroder-Reubel Co.
16-R-1825,Kroehler Mfg. Co.
13-R-3876,Kropp Forge Co.
13-R-$773,Krueger Sentry Gauge Co.
13-R-4198,Kuhner Packing Co.
13-R-4284,L. & N. Mfg. Co.
6-R-1410,Landis Machine Co.
10-R-1937,Lanett Bleachm & Dye Works.
7-R-2362,Lange Plating & Mfg. Co.
5-R-2701,"Larkwood Hosiery Mills,"
,Inc.
13-R-3783,"LaSalle-Crittenden Press, Inc. LaSalle Upholstering Co., Samuel Selig,"
1-R-3229,d/b/a.
4-R-2543,"Lehigh River Mill, Inc."
4 -R-2473,"Leaning, Chas., & Co., Inc."
13-R-4231 3-R-1289,"Lever Bros. Co. Levor, G., & Co., Inc."
1-R-3320,"Lewis, Phillip & Sons, Inc., Reuben & Samuel"
,"d/b/a. Liberty Hosiery Mills, Inc. The."
5-R-2567 5-R-2463,"Life Insurance Co., of Virginia,"
2--R-6930,Liggett-Drug Co.
,"Liggett Drug Co., Inc."
10-R-2673,Liggett & Myers Tobacco Co.
5-R-2646,Liggett & Myers Tobacco
5-R-2778 9-R-2544,Co. Liggett & Myers Tobacco Co.
,Light Metals Corp.
7-R-2433,Lima Association of Beer Distributors.
8-R-241.5,Lindeman Power & Equipment Co.
19-R-1845,Lindstrom Co.
2-R-6521 4-R-2422,Line Material Co. of Pennsylvania.
4-R-2160,Link-Belt Co.
,Link-Belt Co.
13-R-4317,Link-Belt Co. (Pacific Division).
19-R-1967,Division.
,"Oil Co., Chemical"
15-R-2004,"Lion Locker Aircraft, Inc."
21-R-3725 21-R-3192,Lockheed Aircraft Corp.
21-R-3432,"Lockheed Aircraft Corp. J. E., Co."
4-R-1846,"Lonergan,"
,Lone Star Steel Corp.
16-R-1667,"Long Bell Lumber Co., Weed Division."
20-R-1789,Lorain Coal & Dock Co.
8-R-2308,Baltimore Press.
5-R-2402,"Lord Lorillard, P., Co."
9-R-2374,Cypress Inc.
15-R-2070 2-R-7543,"Louisiana Lumber Co., Lowenstein, Casper, Inc."
,"Processes, Inc. Bros., S. S. Co.,"
13-R-3643,Luminous Lykes
24-R-157,Inc.
10-R-2207 8-R-2199,"McAfee Candy Co. McGean Chemical Co., The."
5W-R-26,McLeod Veneer Co.
,Macesilum Lines. Macomb Trailer Coach
4-R-2643 7-R-2585,Co.
,Equipment & Repair
21-R-3474,"Mac's Co,"
