row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10
Total,4869,4507,92 6,2981,1526,5076,4440,87 5,1577,2863
A. F. L C. I. 0,1973,1788,906,1143,645,3168,2735,86 3,966,1769
,2185,2057,94.1,1399,658,1343,1191,887,448,743
Unaffiliated,711,662,93 1,439,223,565,514,91 0,163,351
