row_label,col_1,col_2
Fletcher Paper Company,27,208
Ford Motor Company,26,34
Gallup American Coal Company,32,142
Gantnei & Mattern Co,32,135
Gates Rubber Company,30,26
"General Aniline Works, Inc",26,47
"General Dry Batteries, Inc",27,169
General Furniture Manufacturing Company,26,8
General Iron Works Co,28,39
General Shale Products Corporation,26,97
Great Western Mushroom Company,27,79
"Greenebaum Tanning Company, J",25,75
"Greer Steel Company, The",31,58
"Gregory, Joseph R",31,17
"Hawk & Buck Company, Inc",25,94
"Hearst Publications, Incorporated, a corporation (Los Angeles Ex-",,
aminer Department),25,74
Heilig Bros. Co,32,103
"Herald Statesman, Inc., Westchester County Publishers, Inc",26,65
"Hills Creek Lumber Company, Willamette Valley Operators Associa- tion",30,52
"Hitchcock & Company, C. G., et al",27,42
"Hobart, Charles C., d/b/a Hobart Cabinet Co Hobbs, Wall and Company",25 30,80 146
"Holmes Silk Company, The",26,10
Hughes Tool Company,27,145
"Illinois Electric Porcelain Co., a corp",31,20
Indianapolis Power & Light Company,25,21
"International Harvester Company, a corp",99,89
"Jackson, J. C., C. R. Jackson, and W. A. Jackson, Copartners, d/b/a The Jackson Cookie Company of North Little Rock, Arkansas",29,100
Jensen Radio Manufacturing Company,27,144
"Jones Foundry and Machine Co., W A",30,119
,25,
"Karron, Inc., David Kayser & Co., Julius",,63
,29,147
Kellogg Switchboard and Supply Co,28,132
"Klotz, Jacob H. and Ruth Klotz, d/b/a Klotz & Company, J",29,3
Kokomo Sanitary Pottery Corporation,26,1
"Kramer, Louis, Henry, and Hilda, t/a Kramer Company, The",29,135
"Kraus & Company, a corporation commonly known as Kraus Cleaners",26,103
Kroger Grocery & Baking Company,,
"Kudile, Rudolph and Charles, et al",27,55
,28,20
La Fayette Cotton Mills,31,178
Leitz Carpet Corporation,27,53
"Letz Manufacturing Company, The",32,105
Libbey-Owens-Ford Glass Company,31,38
"Lincoln Telephone and Telegraph Company, The",30,136
Link-Belt Company (Dodge Plant) et al,26,30
"Long-Bell Lumber Company, The",26,84
"M. F. A. Milling Company, Missouri Farmers' Association, Inc",,
,26,64
Mall Tool Company,25,87
"Manville Jenckes Corp., Woonsocket Rayon Co",30,60
Merit Clothing Company Merrimack Manufacturing Company,30 31,171 152
"Middle West Corporation, The, et al",28,84
Midwest Steel Corporation,32,43
"Montgomery Ward & Company, Incorporated",31,134
