row_label,Size of unit (number of employees),Total all cases — Number,Total all cases — Percent,CA — Number cases closed,CA — Percent,CB — Number cases closed,CB — Percent,CC — Number cases closed,CC — Percent,CD — Number cases closed,CD — Percent,CE — Number cases closed,CE — Percent,CG — Number cases closed,CG — Percent,CP — Number cases closed,CP — Percent,CA-CB combinations — Number cases closed,CA-CB combinations — Percent,Other combinations — Number cases closed,Other combinations — Percent
Total (all sizes),27070,100.0,19594,100.0,4365,100.0,679,100.0,164,100.0,30,100.0,33,100.0,196,100.0,1259,100.0,24,100.0,
