row_label,col_1,col_2
CHAPTER,,Page
VI. Enforcement Litigation-Continued,,
,5. Board Discretion Under Section 9,148
,a. Election Procedures,148
,b. Unit Determinations,149
VII.,Injunction Litigation,151
,A. Injunctions Under Section 10 (1),152
,1. Injunctions Against Secondary Boycotts,152
,a. Common Situs Picketing,152
,"b. Effect of ""Hot Cargo"" Agreement",154
,c. Injunctions Against Strikes in Disregard of Board Certifica- tion,156
VIII.,Contempt Proceedings,157
IX.,Miscellaneous Litigation,159
,1. Subpena Enforcement_,159
,2. Proceedings To Enjoin Recourse to State Court,160
,3. Requests for Relief Against Representation Proceedings,161
,4. Injunction Against Decompliance Action,162
,5. Damage Action Against Board Agents,162
Appendix,A. Statistical Tables for Fiscal Year 1956,163
0 TABLES,IN APPENDIX A,
,(Statistical Tables for Fiscal Year 1956),
TABLE,,Page
1.,"Total Cases Received, Closed, and Pending (Complainant or Peti- tioner Identified), Fiscal Year 1956 Unfair Labor Practice and Representation Cases Received, Closed,",163
1A.,"and Pending (Complainant or Petitioner Identified), Fiscal Year 1956",164
2.,"Types of Unfair Labor Practices Alleged, Fiscal Year 1956",165
3.,"Formal Actions Taken, by Number of Cases, Fiscal Year 1956",165
4.,"Remedial Action Taken in Unfair Labor Practice Cases Closed, Fiscal Year 1956",166
5.,"Industrial Distribution of Unfair Labor Practice and Representation Cases Received, Fiscal Year 1956",166
6.,"Geographic Distribution of Unfair Labor Practice and Representa- tion Cases Received, Fiscal Year 1956",167
7.,"Disposition of Unfair Labor Practice Cases Closed, Fiscal Year 1956_",169
8.,"Disposition of Representation Cases Closed, Fiscal Year 1956",169
9.,"Analysis of Stages of Disposition of Unfair Labor Practice Cases Closed, Fiscal Year 1956",170
10.,"Analysis of Methods of Disposition of Representation Cases Closed, Fiscal Year 1956",172
11.,"Types of Elections Conducted, Fiscal Year 1956",173
12.,"Results of Union-Shop Deauthorization Polls, Fiscal Year 1956",174
13.,"Collective-Bargaining Elections by Affiliation of Participating Unions, Fiscal Year 1956",175
13A.,"Outcome of Collective-Bargaining Elections by Affiliation of Par- ticipating Unions, and Number of Employees in Units, Fiscal Year 1956",176
14.,"Decertification Elections by Affiliation of Participating Unions,",177
