row_label,col_1,col_2
Subsections of Sec. 8(a): Total cases....................,18304,100.0
8(a)(1)....................................................................,2727,14.9
8(a)(1)(2)..............................................................,148,0.8
8(a)(1)(3)..............................................................,5868,32.1
8(a)(1)(4)..............................................................,131,0.7
8(a)(1)(5)..............................................................,7128,38.9
8(a)(1)(2)(3)..........................................................,106,0.6
8(a)(1)(2)(4)..........................................................,2,0
8(a)(1)(2)(5)..........................................................,84,0.5
8(a)(1)(3)(4)..........................................................,403,2.2
8(a)(1)(3)(5)..........................................................,1472,8.0
8(a)(1)(4)(5)..........................................................,35,0.2
8(a)(1)(2)(3)(4)......................................................,8,0
8(a)(1)(2)(3)(5)......................................................,74,0.4
8(a)(1)(2)(4)(5)......................................................,2,0
8(a)(1)(3)(4)(5)......................................................,96,0.5
8(a)(1)(2)(3)(4)(5)................................................,20,0.1
1,1,1
8(a)(1)....................................................................,18304,100.0
8(a)(2)....................................................................,444,2.4
8(a)(3)....................................................................,8047,44.0
8(a)(4)....................................................................,697,3.8
8(a)(5)....................................................................,8911,48.7
B. Charges filed against unions under Sec. 8(b),B. Charges filed against unions under Sec. 8(b),B. Charges filed against unions under Sec. 8(b)
Subsections of Sec. 8(b): Total cases....................,6349,100.0
8(b)(1)..................................................................,4784,75.4
8(b)(2)..................................................................,56,0.9
8(b)(3)..................................................................,347,5.5
8(b)(4)..................................................................,464,7.3
8(b)(5)..................................................................,1,0
8(b)(6)..................................................................,2,0
8(b)(7)..................................................................,71,1.1
