row_label,col_1
18-R-4435 16-11-2214,"Armstrong Bros., Tool Co. Auge, Ed, Packing Co."
15M-R-77,"Bruce, E. L., Co."
15-11-2169,Chicago 31111 & Lumber Co.
13-R-4330,Columbia Envelope Co.
10-R-1842,"Combustion Engineering Co., Inc."
15-R-2196,Commercial Solvents Corp.
10-11-2546,Consolidated Vultee Aircraft Corp. (Nashville Division).
16-R-2099,Continental Oil Co.
15-11-2077,Copolymer Corp.
16-8-2034,Deep Oil Development Co.
15-R-2151,Delta Pine Products Corp.
17D-R-1606,Denver Dry Goods Co.
7-11-2649,"Detroit Edison Co., The."
9-11-2590,Emperor Coal Co.
4-11-2623,Fab-Weld Corp.
7-41-2593,"Federated Publications, Inc., Radio Stations, Well"
15-11-2085,Flintkote Co.
5W-R-2513,Gastonia Combed Yarn Corp.
13-11-4226,Gasway Corp.
13-11-3947,"Gaylord Products, Inc."
9-R-2659,"Glidden Co., The."
8-8-2616,"Golden Age Beverage Co., Inc."
2-R-7712,"Grady, George, Press, Inc."
13M-R-16,Green Bay Drop Forge Co.
3-11-1407,Hooker Electrochemical Co.
5-11--2852,Imperial Tobacco Co.
15-11-2160,"International Salt Co., Inc."
14-R-1708,International Shoe Co.
17-11-1800,International Shoe Co.
16-11-2258 18-R-1736,Interstate-Trinity Warehouse Co. Iowa Packing Co.
9-R-2657,
2-11-7177,"Jaeger Machine Co., The. Journal of Commerce Corp."
7-11-2582,Kelsey-Hayes Wheel Co.
1-11-3748,"Kidder Press, Inc."
10-R-2139,"King, T. C., Pipe Co."
7-11-2616,King Trendle Broadcasting Corp.
1-R-3706,"Knight, George & Co."
10-41-2357,"Korn Industries, Inc."
13-11--4231,Lever Bros. Co. Liggett & Myers Tobacco Co.
5W-R-2778,"Lines, The, Earl D. MacCallum,"
4-11-2643 5-11-2910,"MacCallum d/b/a. Martin, Glenn L., Co."
,Matthiessen & Hegeler Zinc
13-11-4888,Co.
11-11-962,Morris Paper Mills.
9-11-2557,"National Cash Register Co., The."
8-R-2626,"Ohio Power Co., The."
8-41-2575,Ohio Rubber Co.
