row_label,col_1,col_2,col_3
13-RC-598,"lishers. Abingdon Potteries, Inc.",2-RC-535,American Globe Co. American Lawn Mower
16-RC-64,Acme Brick Co.,35-RC-41,Co.
10-RC-181,Acme Lumber & Sup- ply Co.,16-RC-143,American National In- surance Co.
7-RC-449,Acorn Products Corp.,15-RC-93,American Optical Co.
34-RC-120,Adams-Millis Corp.,10-RC-184,American Optical Co.
1-RC-689,Adams Motors Inc.,16-RC-57,American Petroleum
14-RO-553,"A. D. T., Co.",,Co. of Texas.
20-RC-116,Advance Pattern Co.,5-RC-63,American Pigment
1-RC-414,"Advance Auto Sales, Inc.",,Corp.
21-*C-38,Air Conditioning of Southern California.,9-RC-254,American Radiator Standard Sanitary Corp.
19-RC-275,"Air Metals, Inc.",39-RC-5,American Republics
10-RC-194,Aircraft Service Corp.,,Corp.
4-RC-336,Air Terminal Res- taurant.,13-RC-538,American Rock Wool Corp.
10-RO-344,Alabama Brick & Tile Co.,10-RC-240,'American Steel & Wire Co.
39-RC-16,Alamo Refining Co.,5-RC-226,American Stores Co.
1-RC-812,Albany Felt Co.,5-RC-158,"American Stores, Inc."
10-RC-139 19-RC-6,"Albany Peanut Co., Inc. Alaska Salmon Indus-",35-RC-45,"Amos Molded Plastic Co., Division of Amos"
19-RC-254,"try, Inc. Alaska Salmon Indus-",13-RC-300,Thompson Corp. Anaconda Wire & Cable Co.
10-RC-447,"try, Inc. Alder Leopold Co.",15-RC-8,Anchor Gasoline Corp.
19-RC-110 10-RC-114,Alderwood Products Co. Alexander Brothers,35-RC-92,"Anderson Stove Co., Inc."
10-RC-111,"Lumber Co., Inc. Alexander, J. F., Lum-",10-RC-244 36-RC-90,Appalachain Marble Co. Apple Growers Associa- tion.
4-RC-28,ber Co. Allied Chemical & Dye Corp.,10-RC-229 13-RC-656,Aragon-Baldwin Mills: Archer Iron Works.
6-RC-353,Allis-Chalmers Manu-,15-RC-192,Arkansas Pipeline Corp.
10-RO-448,facturing Co;,2-RC-1096 30-RC-97,"Arko Products, Inc. Armour & Co."
8-RC-2061,"All States Constructors, Inc. Aluminum Co. of Amer-",18-RC-173,Armour & Co.
13-RC-282,ica.,10-RC-209 18-RC-314,Armour & Co. Armour & Co.
,Aluminum Co. of Amer- ica.,10-RC-533,Armour & Co. Armour & Co.
16-RC-46,Amarillo Bus Co.,2-RC-597 10-RC-138,Armour &
10-RO-214,American Bakeries Co.,,Co.-Armour Fertilizer Co.
1-RC-835,American Bobbin Co. American Box & File,15-RC-26,Armour Fertilizer Works.
10-RC-404,Co.,4-RC-201,Armour Fertilizer Works.
7-RC-395,American Brass Novelty,,
2-RC-557,Co. American Can Co.,6-RC-75,Armstrong Cork Co.
21-RC-124,American District Tele-,10-RC-165,Armstrong Cork Co.
20-RC-45,"graph Co. American District Tele- graph Co., of San",21-RC-393,"Arrowhead & Puritas Water, Inc."
,Francisco.,4-RC-176,Artcraft Hosiery Sales Corp.
10-RC-211,American Enka Corp. (Lowland).,"10-RC-302, 9-RC-364","Artcraft Co., Inc. Ashland Coca-Cola Bot-"
2-RC-750,"American Export Lines,",,tling Co.
1-RC-195,Inc.,1-RC-279,Associated Electronic
,American Felt Co.,,"Enterprises, Inc."
