row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
Arizona………………………………………………,394,346,267,78,1,0,0,0,0,46,36,2,8,0,1,1
California…………………………………………….,3856,3240,2404,755,48,14,0,5,14,580,493,18,69,11,1,24
Hawaii……………………………………………….,326,264,209,47,3,2,0,0,3,60,49,0,11,0,2,0
Guam………………………………………………...,39,39,38,1,0,0,0,0,0,0,0,0,0,0,0,0
Nevada……………………………………………….,601,504,391,101,7,2,0,1,2,93,82,5,6,0,0,4
Region IX ……...............................,5216,4393,3309,982,59,18,0,6,19,779,660,25,94,11,4,29
Alaska………………………………………………..,108,66,55,10,1,0,0,0,0,37,28,1,8,0,4,1
Idaho…………………………………………………,71,56,55,1,0,0,0,0,0,13,9,0,4,0,0,2
Oregon……………………………………………….,347,264,203,51,5,5,0,0,0,71,51,3,17,5,0,7
Washington…………………………………………..,581,408,350,47,9,2,0,0,0,164,130,10,24,4,0,5
Region X ………………...………..,1107,794,663,109,15,7,0,0,0,285,218,14,53,9,4,15
"Total, all States and areas ………...",33232,27450,21063,5611,461,155,35,45,80,5462,4554,128,780,110,15,195
