Circuit courts of appeals (headquarters),Total fiscal year 1997,Total fiscal years 1956-1996,Affirmed in full - Fiscal year 1997 - Number,Affirmed in full - Fiscal year 1997 - Percent,Affirmed in full - Cumulative fiscal years 1956-1996 - Number,Affirmed in full - Cumulative fiscal years 1956-1996 - Percent,Modified - Fiscal year 1997 - Number,Modified - Fiscal year 1997 - Percent,Modified - Cumulative fiscal years 1956-1996 - Number,Modified - Cumulative fiscal years 1956-1996 - Percent,Remanded in full - Fiscal year 1997 - Number,Remanded in full - Fiscal year 1997 - Percent,Remanded in full - Cumulative fiscal years 1956-1996 - Number,Remanded in full - Cumulative fiscal years 1956-1996 - Percent,Affirmed in part and remanded in part - Fiscal year 1997 - Number,Affirmed in part and remanded in part - Fiscal year 1997 - Percent,Affirmed in part and remanded in part - Cumulative fiscal years 1956-1996 - Number,Affirmed in part and remanded in part - Cumulative fiscal years 1956-1996 - Percent,Set aside - Fiscal year 1997 - Number,Set aside - Fiscal year 1997 - Percent,Set aside - Cumulative fiscal years 1956-1996 - Number,Set aside - Cumulative fiscal years 1956-1996 - Percent
Total all circuits,166,769,116,70.0,517,69.0,15,9.0,,,7,4.2,44,6.0,8,4.8,27,3.6,20,12.0,91,12.1
ALL CIRCUIT ROWS (1 Boston MA; 2 New York NY; 3 Philadelphia PA; 4 Richmond VA; 5 New Orleans LA; 6 Cincinnati OH; 7 Chicago IL; 8 St. Louis MO; 9 San Francisco CA; 10 Denver CO; 11 Atlanta GA; DC Washington DC),,,,,,,,,,,,,,,,,,,,,,
