row_label,col_1
15-R-1541,International Cellucotton Products Co.
8-R-1923,International Harvester Co.
13-R-3276,International Harvester Co.
21-R-3300,International Harvester .Co.
15-R-1456,International Minerals & Chemicals Corp.
2-R-6042,International Plainfield Motor Co.
7-R-2188,International Seal & Lock Co.
14-R-1267,International Shoe Co.
14-R-1292,International Shoe Co.
21-R-2653,International Smelting & Refining Co.
13-R-3128,Interstate Machinery Co.. Inc.
8-R-1915,Interstate Steamship Co.
3-R-1155,Iroquois Gas Corp.
9-R-2098 2-R-6030 .,Irwin Auger Bit Co. Isthmian Steamship Co.
4-R-1996,& L Steel Barrel Co.
,J
16-R-1547,"Jackson, Byron Co. Jackson,"
20-R-1635,Byikin Co. Machine Co.
9-R-2045,"Jaeger Jansen, Walter, &"
20-R-1309,"Son. Jansen, Walter, & Son."
20-R-1310,Chair Co.
1I-R-832,Jasper
11-R-898,"Jasper Novelty Furniture Wood Products Co.,"
11-R-912,Co. Jasper Inc.
15-R-1559,Jefferson island Salt Co.
,"0. D., & Co. Andrew, Co."
13-R-3561 21-R-2975,"Jennings, Jergens,"
5-R-2034 4-R-1978,"Johnson Carper Furniture Co., Inc. Johnson, Charles, Eneu & Co."
,S. T.
20-R-1608,"Johnson, & Laughlin Steel Corp."
6-R-1168,Jones & Laughlin Steel Corp.
6-R-1191,Jones
13-R-3158,Shoe Mfg. Co. Steamship Co.
8-R-1919,Jung Jupiter
2-R-6044 4-R-1817,"K. M. V., Inc."
,"Kaiser Cargo, Inc."
17-R-1117,Power & Light & Trecker
13-R-2865,Kansas Co. Kearney Corp. Hayes Wheel Co.
7-R-2058,"Kelsey Kennecott Copper Corp.,"
16-R-939,Mines Division Utilities Co.
11-R-798,Chino
13-R-3180,Kentucky Keystone Steel & Wire Keystone Steel & Wire
13-R-3189,Co. Co.
13-R-3200 2-R-5265,"Steel & Wire Co. Walter, & Co., Inc."
,"Keystone Kidde, Kimberly Clark Corp."
13-R-3061 18-R-1378 8-R-1918,Kimberly Clark Corp. Transit Co.
,"Kinsman Kittinger Co., Inc. Co."
3-R-1098 19-R-1541,Klickitat Pine Box
,Knape & Vogt Mfg.
7-R-2044 13-R-3268,"Co. Knight, Stanley,, Corp. Kobe, Inc."
,"William, Co,"
16-R-1300 9-R-1946,Frank.
,"Koehl, Kopriva,"
6-R-1208,"Kress, F J, Box Co. Krimm, Charles R.,"
6-R-1149 4-R-1837,"Co., Inc."
,"Lumber Chemicals, Inc."
21-RE-21,Lac Lafollette Shirt Co.
10-R-1645,Lake Tankers Corp.
14-R-1172,Lalance & Grosjean Mfg. Co. Lamar Cotton Oil Co.
2-R-5534 16-R-1587,
5-R-1990,"Iron Works,"
,Lancaster Inc.
