row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7
Board Region:,28,75,93,Region-Contd. 13,31,13 6,19 8
1,27,12,28,14,12,,
2,131,as,65,15,12,5,7
3,19,10,14 2,16,30,7,13
4,10 57,27,40,17,8,1,3
5,,,,18,12,4,7
6,17,8,13,19,21,7,16
7 8,20 38,9 23,10 29,ao,38,32,36
9,20,13,14,21,99,38,52
10,30,22,23,22,9,2,3
11,40,6,9,Total,,,514
12,19,6,10,,728,364,
