row_label,col_1
13-R-3401,"Hollister Lloyd, Inc. ."
"21-R-3055 ,11-R-867",Hollywood Citizen News. Hoosier Cardinal Corp.
11-R-902,Hooiser Deck Co.
2-R-5697,Hudson Engineering Co.
9-R-2019,Howard Engineering Mfg. Co.
,"Hudson Hosiery Co., Inc."
5-R-1959,
7-R-2030 9-R-2124,"Hudson Motor Car Co. Huffman Mfg. Co., The"
16-R-1489,Hughes Tool Co.
13-R-3341,Hummer Mfg Co.
"19-R-1747,",
,"Hunt Foods, Inc."
14-R-1303,Hussman Ligonier Co.
7-R-2198 1-R-2816,Hygrade Food Products Co. Hytron Radio & Electronic Corp.
,I-T-E Circuit Breaker Cci.
4-R-1764,
,Illinois Power Co.
14-R-1412,
2-RE-76 • 1-11-2899,Imperial Paper & Color Corp. Imperial Upholstery Co.
,Indiana Cotton Mills.
11-11-905 11-R-1064,"Indiana Desk Co., Inc."
13-11-3555,"Industrial Molded Products Co., Inc. Industrial Paper Stock Co."
17-R-1289,Ingalls Shipbuilding Corp.
15-R-1398,Ingersoll Rand Machine Shop.
3-R-1105 10-11-1539,Ingram Spinning Mills.
9-R-1988,Inland Container Corp.
11-11-906,Inland Container Corp.
,Inland Steel Co.
9-11-1824,Inland Steel Co.
13-R4619 15-R-1613,"International Broadcasting Co., CellucbttOn"
15-R-1541,"The. International Products Co. International, Cementers, Inc."
21-11-2855,
10-R-1565,International Harvester Co.
13-R-3276,International Harvester Co.
2141-3300,International Harvester Co.
13-11-3076,"International Harvester Co., Wisconsin"
15-R-1456,International Minerals & Chemical Corp.
2-11-6042,International Plainfield Motor Co. Co.
7-R-2188,International Seal & Lock
14-R-1267 14-R-1292,International Shoe Co. International Shoe Co.
,Inc.
13-R-3128,"Interstate Machinery Co.,"
18-R-1343,Iowa Public Service Co.
3-11-1155,Iroquois Gas Corp.
9-11-2098,Irwin Auger Bit Co.
2-R-6030,Steamship Co.
16-R-1483,Isthmian
,Itasca Yarn Mill.
4-R-1996,"J & L Steel Barrel Co. Jackson, Byron Co."
16-R-1547 20-R-1635,"Jackson, Byron Co."
11-R-832,Jasper Chair Co.
11-R-898,Jasper Novelty Furniture Co.
11-R-912,"Jasper Wood Products Co., Inc. Co."
15-11-1559,Jefferson-Island Salt
9-R-2045,Jeger Machine Co.
13-11-3561,"Jennings, 0. D. & Co."
,"Jergens, Andrew, Co."
21-R-2975,Johnson Carper Furniture
5-R-2034,"Co., Inc. Co."
4-11-1978,"Johnson, Charles, Eneu &"
8-11-2089,Johnson Rubber Co.
20-11-1608,"Johnson, S. T."
,& Laughlin Steel
6-R-1191,Jones Corp.
13-11-3158,Jung Shoe Mfg. Co.
,720336-47-8
