row_label,col_1,col_2
TABLE,TABLE,TABLE
10.,"Analysis of Methods of Disposition of Representation and Union Deauthorization Cases Closed, Fiscal Year 1964",Page 182
11.,"Types of Elections Conducted in Cases Closed, Fiscal Year 1964",183
11A.,"Elections in Which Certification Issued After Objections to Elec- tion Were Filed and/or in Which Determination of Challenges Was Required, Fiscal Year 1964",184
11B.,"Disposition of Objections in Representation Cases Closed, Fiscal Year 1964",185
11C.,"Results of Rerun Elections Held in Representation Cases Closed, Fiscal Year 1964",185
11D.,"Objections Filed in Representation Cases Closed, by Party Filing, Fiscal Year 1964",185
12.,"Results of Union-Shop Deauthorization Polls in Cases Closed, Fiscal Year 1964",
13.,"Final Outcome of Representation Elections in Cases Closed, Fiscal Year 1964",186
14.,"Valid Votes Cast in Representation Elections, by Final Results of Election, in Cases Closed, Fiscal Year 1964",187 190
15.,"Geographic Distribution of Representation Elections Held in Cases Closed, Fiscal Year 1964",194
16.,"Industrial Distribution of Representation Elections Held in Cases Closed, Fiscal Year 1964",196
17.,"Size of Units in Representation Elections Held in Cases Closed, Fiscal Year 1964",198
18.,"Distribution of Unfair Labor Practice Situations Received, by Number of Employees in Establishment, Fiscal Year 1964",200
19.,"Litigation for Enforcement and/or Review of Board Orders, Fiscal Year 1964, and Cumulative Totals, Fiscal Years 1936-1964",201
19A.,"Proceedings Decided by Circuit Courts of Appeals on Petitions for Enforcement and/or Review of Board Orders, Fiscal Year 1964, Compared With 5-Year Cumulative Totals, Fiscal Years 1960",202
20.,"through 1964 Injunction Litigation Under Section 10(e), 10(j), and 10(1), Fiscal Year 1964 '",203
21.,Miscellaneous Litigation Involving NLRB: Outcome of Proceed- ings in Which Court Decisions Issued in Fiscal Year 1964,204
22.,"Advisory Opinion Cases Received, Closed, and Pending, Fiscal Year 1964",205
22A.,"Disposition of Advisory Opinion Cases, Fiscal Years 1960 through",
,1964,205
CHARTS IN CHAPTER I CHART,CHARTS IN CHAPTER I CHART,CHARTS IN CHAPTER I CHART
1.,Case Intake by Unfair Labor Practice Situations and Representa- tion Petitions,5
1A.,ULP Case Intake,5
2.,Disposition Pattern for Unfair Labor Practice Cases,10
3.,"Number and Age of Unfair Labor Practice Cases Pending Under Preliminary Investigation, Month to Month",11
4.,Unfair Labor Practice Merit Factor Complaints Issued in Unfair Labor Practice Proceedings,12 13
5. 6.,Median Days From Filing of Charge to Issuance of Complaint,13
