row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Metal mining,5,2,2,0,0,3,482,427,187,187,0,0,240,121
Coal mining,11,5,0 1,5 0,0,6,"1,191 45","1,101 44",565 25,0,565,0,536 19,744 8
Oil and gas extraction Mining and quarrying of nomnetalhc minerals (except fuels),4 10,1 3,3,0,0 0,3 7,265,237,99,25 99,0 0,0 0,138,74
Mining,30,II,6,5,0,19,1983,1809,876,311,565,0,933,947
Construction,320,143,133,0,10,177,11228,8796,3940,3568,7,365,4856,3897
Wholesale trade,207,81,77,3,1,126,10974,9953,4286,3951,250,85,5667,3.719
Retail trade,290,131,123,2,6,159,12188,10659,5141,4813,69,259,5518,4959
"Finance, insurance, and real estate",58,40,27,4,9,18,1026,844,563,316,92,155,281,671
U.S. Postal Service,1,0,0,0,0,1,3,2,0,0,0,0,2,0
Local and suburban transit and interurban highway passenger transpor- tation,106,53 139,50 125,0,3,53 180,"8,391 11,311","7,103 10,036","3,429 4,545","3.119 4,291",85 24,225 230,"3,674 5,491","3,816 4,213"
Motor freight trinisportation and warehousing Water transportation,319 6,4,4,0 0,14 0,2,259,224,84,84,0,0,140,89
Other transportation,41,25,21,0,4,16,2748,2269,1124,1085,0,39,1145,1452
Communication,55,26,25,1,0,29,2610,2368,1032,1025,7,0,1336,829
"Electric, gas, and sanitary services",107,49,49,0,0,58,4060,3472,1616,1615,0,1,1856,1870
"Transportation, conummication, and other utilities",634,296,274,1,21,338,29379,25472,11830,11219,116,495,13642,12269
"Hotels, rooming houses, camps, and other lodging places",62,18,16,0,2,44,4817,3900,1525,1461,2,62,2375,1166
Personal services,46,22,17,0,5,24,1680,1.558,821,620,0,201,737,888
"Automotive repair, services, and garages",73,38,35,0,3,35,2075,1846,934,898,0,36,912,1123
Motion pictures,10,4,3,0,1,6,434,334,164,162,0,2,170,170
Amusement and recreation services (except motion pictures),49,23,20,0,3,26,2922,2481,1123,815,23,285,1358,973
Health services,356,218,169,18,31,138,29112,24934,14098,10519,1550,2029,10836,18443
Educational services,29,15,9,2,4,14,1484,1258,695,459,29,207,563,875
Membership organizations,35,18,14,I,3,17,1242,1078,607,406,56,145,471,614
Business services,203,124,79,29,,79,10476,8860,5008,3716,803,489,3852,5719
Miscellaneous repair services,12,4,3,,16,8,304,283,119,107,0,12,164,87
,,I,,0,1,,19,,16,,,0,0,19
"Museum, art galleries botanical and zoological gardens",1,,I,0,0,0,,16,,16,0,,,
