row_label,col_1,col_2,col_3
,"June 16,1938 Dec. 9,1937","June 14,1938 Dec. 10,1937 Sept. 13,1937 Apr. 7,1938 Apr. 11, 1938 Feb. 17,1938 Nov. 23, 1937 do",(I)
Armour &Co,,,"Feb. 21,1938"
Do,,,
Do,"Sept. 13,1937",,"Oct. 28,1937"
Do,"Apr. 7,1938",,"June 6,1938"
Do,"Jan. 20,1938",,(I)
Do,"Feb. 17,1938",,"Apr. 15,1938"
Do,"Nov. 17, 1937",,"Ian. 14,1938"
Do,do,,Do.
Do,do,do,Do.
Do,do,do,Do.
Do__ Armour &Co. Brooks Ave. Market),"do Nov. 22, 2937",do do,Do. Do.
Armour &Co. Ft. Green Pl.),"Nov. 17,1937",do,Do.
Armour &Co. Jamaica Market),do,do,Do.
Armour &Co. (West St. Market),do,do,Do.
Armour &Co. (Wmsburgh. Market),"do July 22,1937","do July 27,1937","Do. May 11,1938"
"Art Crayon Co., Inc., et al",,,
Atlantic Basin Iron Works,"Dec. 15,1937","Dec. 20,1937","Feb. 14,1938"
"Atlantic Footwear Co., Inc","Dec. 10, 1937","Dec. 23,1937","Feb. 12,1938"
Atlantic Greyhound Lines,"July 1, 1937","July 24,1937","Sept. 14,1937"
Do,do,do,Do.
"Atlantic Gulf Stevedores, Inc Atlantic Transport Co","June 20,1938 Oct. 26,1937","(3) Oct. 28,1937","Dec. 3, 1937"
Do,"do Dec. 28, 1937","do Jan. 1, 1938",Do.
Atolls Mining Co Do,"May 12,1938","May 13,1938","June 18,1938"
"Auburn Foundry, Inc","Apr. 7,1938","Apr. 15,1938",
"A. Zerega's Sons, Inc Baker, Whitley Co","Dec. 11, 1937","Dec. 11,1937 Oct. 26,1937","Feb. 19,1938 Dec. 3.1937"
,"Oct. 26, 1937",do,Do.
Do,do,"July 17, 1937","Aug. 7, 1937"
Bamberger Reinthal Co,"July 15, 1937","Mar. 19, 1938",
Barton Mfg. Co,"Mar. 18,1938",,"Feb. 4,1938"
Beaumont Mfg. Co,"Jan 11,1938","Jan. 11,1938",
Beckerman Shoe Co,"Jan 3, 1938","Jan. 4,1938 Nov. 10,1937","(1) May 16,1938"
Beloit Iron Works,"Nov. 1,1937","Nov. 22, 1937","Feb. 4,1938"
Bemis Bros. Bag Co,"Nov. 18,1937",,(I)
"Bethlehem Shipbuilding Corporation, Ltd_","Mar. 21,1938","June 3,1938",
Do,do,do,(I)
Bethlehem Steel Corporation &Bethlehem Steel Co,"Sept. 8, 1937",1) (,"Sept. 16,1937"
Bendiz Prod. Corp,"Aug. 2,1937","4, Aug. 1937 Aug. 2,1937","Oct. 8,1937"
B. F. Goodrich Co,do,"Sept. 22,1937","Oct. 21,1937"
B. F. Johnson Lumber Co B. F. Sturtevant Co,"Sept. 20,1937 May 19,1938","May 24,1938",
"B. G. Hoadley Quarries, Inc","Mar. 10,1938","Mar. 12,1938",g Dec.
Bingham &Taylor Corporation,"Aug. 30,1937","Aug. 31,1937","3,1937"
"Binnings, E. S","June 20,1938",,
"Bishop &Co., Inc","Nov. 1, 1937","Nov. 1, 1937","Dec. 15, 1937"
"Blackstone Manufacturing Co., Inc","May 13, 1938","May 20,1938","June 24,1938"
"Blake, Moffitt and Towne Bloedel-Donovan Lumber Mills &Columbia Valley Lum-","Nov. 4,1937","Nov. 10,1937","Jan. 17,1938"
ber Co,"Apr. 4,1938","Apr. 7,1938",
,"Mar. 10,1938","Mar. 12,1938",
Bloomington Limestone Corp Boat Owning &Operating Co,"Aug. 23,1937","Aug. 24,1937","Sept. 17,1937"
Boorum &Pease Co,"Mar. 29,1938","Mar. 29,1938","May 26,1938"
"B. P. Schulberg Pictures, Inc","Sept. 30, 1937","Oct. 21,1937","June 4,1938"
"Borden Mills, Inc","Dec. 13,1937","Jan. 14,1938",
Boston Daily Record,"Apr. 5, 1938","Apr. 4,1938",(1)
Boston Evening American &Sunday Advertiser,do,do,"Sept. 25,1937"
Bradley Lumber Co. of Arkansas,"Aug. 16, 1937 Nov. 26,1937","Aug. 14,1937 Nov. 26,1937","Jan. 21,1938"
Bradley Mfg. Co,,,
Brand-Hagen,"Mar. 29,1938","Mar. 30,1938",(I)
"Bmsilero, Lloyd","June 29,1938",(s),
,"Mar. 17, 1938","Mar. 23, 1938",
"Breeze Corporation, Inc",,,"Jan. 18, 1938"
Brooklyn Beef &Provisions Co,"Nov. 17, 1937","Nov. 23,1937","June 25,1938"
Brown-Saltman Furniture Co,"May 23,1938","May 24, 1938 Jan. 24,1938","Feb. 11,1938"
Brown Shoe Co,"Nov. 29,1938",,
Burlington Dyeing & Finishing Co,"Mar. 17,1938","Mar. 19,1938",
,,"Mar. 30,1938",
Burrel Collins,"Mar. 29,1938",,
"Byco Distributors, Inc",do,do,
