row_label,col_1,col_2,col_3
14-RC-313,Baughman Manufactur- ing Co.,13-RC-315 1-RC-901,Coca-Cola Bottling Co. Colonial Brush Manu-
1-RC-648,Berkshire Coca-Cola Bottling Co.,3-RC-144,"facturing Co., Inc. Colorado Fuel &Iron Co., Wickwire Spen-"
10-RC-453 3-RC-126,"Berryton Mills, The. Berwin Paper Co., Inc.",,cer Steel Division of.
16-RC-356,"Best Foods Inc., The.",33-RC-48,Columbian Carbon Co.
1-RC-729,Bettinger Enamel Corp,3-RC-207,Comstock Canning Corp.
4-RC-441,"Bigelow-Sanford Carpet Co , Inc",1-RC-480,"Connecticut Motor Lines, Inc."
13-RC-195,"Blackstone Manufactur- ing Co., Inc.",3-RC-268,Consolidated Machine Tool Corp.
32-RC-59,Bluff City Paper Stock Co.,3-RC-263,Consolidated Packaging Machinery Corp.
1-RC-906,"Boston Gear Works, Inc.",10-RC-443,Constitution Publishing Co.
1-RC-663,"Bownes, Frank, Co.",7-RC-203,C ontinental Motors Corp.
17-RC-329,"Brackett Stripping Ma- chine Co , The.",1-RC-474,"Cook, ASAS, Co., The."
10-RC-436,Breman Iron &Metal Co.,13-RC-98 13-RC-141,"Cornell Forge Co. Cory Corp., Freshened"
,Briggs Manufacturing,,Air Division.
7-RC-229,Co.,1-RC-888,Coutu Sanitary Laun- derers &Cleaners. 5-RC-147 Craddock Terry Shoe
14-RC-387 9-RC-256,"Browning Arms Co. Buckeye Cotton Oil Co., The.",,Corp. Cummins Business
14-RC-373,Buckeye Die Tool Co.,13-RC-515,Ma- chine Corp.
35-RC-127 3-RC-153,"Buckyrus Erie Co. Buffalo Delivery, Inc.",34-RC-111 2-RC-647,Dacotah Cotton Mills. Dadourian Export
7-RC-499,"Burkhardt Co., The. Bussey, R. A., Machine",,"Corp. Dairypak, Inc."
14-RC-432,Co.,8-RC-407 10-RC-338,Dalton Cotton
21-RC-282 6-RC-144,"Butcher, L. H., Co. Butler Stamping Co., Inc.",,Prod- ucts. Danly Machine Special-
20-RC-380,California Almond Growers Exchange.,7-RC-241 6-RC-4,"ties, Inc. Davis Branhart Co. Day-Brite Lighting, Inc."
21-RC-346,California Walnut Growers Association. Camp-Betner Corp.,14-RC-463 18-RC-146,Dealers Manufacturing Co.
5-RC-200 17-RC-357,"Capper Publications, Inc.",13-RC-662,"Deere, John, Plow Works."
10-RC-388,Carbide &Carbon Chemicals Corp.,18-RC-363 18-RC-331,"Deere, John, Plow Co. Deere Manufacturing Co."
21-RC-434,"Carlton Forge Works,",2-RC-568,Defiance Button Ma-
34-RC-125,Inc.,7-RC-512,chine Co. Den-Ark Tool
14-RC-438,"Carolina Coach Co., Inc.",,&Die Co.
3-RC-109,Central Pattern Co. Chamberlain &Co.,14-RC-363,Deranek Tool &Ma- chine Co. Diamond T Truck&
1-RC-873,Chapman Thin Wall Coupling Corp.,16-RC-350,Parts Co.
21-RC-742,Chase Bag Co.,,"Diedrich, L. N., Inc. Dixie Bag Co. Inc."
5-RC-135,Chesapeake &Potomac,21-RC-500,
4-RC-175,Telephone Co. - Cities Service Oil Co.,34-RC-98 32-RC-89,Dixie Cup Co.
13-RC-710 34-RC-101,Clark Distributing Co.,5-RC-64,Dorchester House. Douglas Silk
,Cleveland Mill &Power,10-RC-110,Products
1-RC-585,Co.,,"Co., Inc."
,Coca-Cola Bottling Co. of Keene.,137RC-393,Dreis &Krump Manu- facturing Co.
1-RC-696,Coca-Cola Bottling Co.,14-RC-361,Dresel Betz Co.
9-RC-393 9-RC--292,Coca-Cola Bottling Works. Coca-Cola Bottling Works,6-RC-210,"Dresser Industries, Inc., Dresser Manufactur-"
,"Co., The.",,
,,,ing Division.
