row_label,col_1,col_2,col_3
1-RC-49,Bay Stateoptical Co.,10-RC-63,"Champion Garment Co., The, T. L. Lanier, et"
1-RC-208 1-RC-194,Beacon Motors. Bean,,"al., d/b/a."
7-RC-6,"& Conquest, Inc.",1-RC-234,Chauvin Spinning Co.
,Bechtold Upholstering Co.,13-RC-101,Chicago Electric Manu- facturing Co.
34-RC-22,Belhaven Plywood & Ve- neer Co.,13-RC-40,"Chiniquy, William F., Co."
8-RC-84,"Bellows Products, Inc. Bemis Bros. Bag Co.",7-RC-54,Chrysler Corp.
21-RC-26,Benson Fuel Corp.,21-RC-216,Chrysler Motors of Cali-
5-RC-16 2-RC-8,"Binch, H. dr F. Co.",,fornia.
2-RC-90,Bins Foundry Co.,9-RC-20,"Cincinnati Enquirer Co.,"
13-RC-135,"Birtman Electric Co.,",,The.
10-RC-174,"Rock Island Division. Bland Lumber Co., D. G.",10-RC-112,"Clancy, M. R., Lumber Co. Co."
34-RC-39,"Bland, d/b/a. Blue Channel Corp.",21-RC-85 1-RC-298,Clarksburg Paper Clark Shoe Co.
20-RC-36,Blue Diamond Corp.,10-RC-195,Clark Thread Co.
7-RC-65,"Booth Radio Stations, Inc.",2-RC-136,Cloth Lane Appliance Corp.
7-RC-118,"Booth Radio Stations, Inc., WBBC, radio sta- tion.",20-RC-66 35-RC-55,Coast Pacific Lumber Co. Coca-Cola Bottling Co. Cocker Machine &Foun-
14-RC-27,"Borg-Warner Corp., Norge Division.",34-RC-1,"dry Co. Cohutta Talk Co., The"
1-RC-205,Boston Consolidated Gas Co.,10-RC-92 2-RC-129 13-RC-205,Colonie Fibre Co.
2-RC-195,"Brassner Manufacturing Co., Inc., & Bryam Plating Co.",9-RC-121,Columbia Tool Steel Co. Columbus Air Condition- ing Corp.
2-RC-104,"Bridgeport Machines, Inc.",13-RC-200 1-RC-364,Commins & Emerson. Conant-Ball Co. Conroe Creosoting Co.
1-RC-37,Bridgewater Woolen Co.,16-RC-98,"Consolidated Quarry, Inc."
2-RC-78,"Brichart, Arnold, Ltd.",10-RC-62,
4-RC-147 8-RC-12,"Brumach, A. J., Inc. Bush Woolen Mills, Inc.",21-RC-103 8-RC-72,"Consolidated Vultee Air- craft Corp. Consumers Brewing Co.,"
35-RC-46,Cadick Milling Co.,,The. Continental Can Co.
1-RC-242,Cambridge Plating Co.,14-RC-270 17-RC-9,"Continental Industries, Inc., of Kansas City,"
4-RC-30,Camden County Bever- age Co.,,Mo. Continental Pipe Line
20-RC-6 2-RC-40,"Campbell Soup Co. Canfield, H. 10., Co.",16-RC-48,Co.
10-RC-76,Carbide & Carbon Chem-,4-RC-81 10-RC-15,"Cooper, Frank, Rug Co. Sash, Door"
4-RC-80,icals Corp. Carbon. Knitwear Co.,,Cordele & Lumber Co.
3-RC-50,Carborundum Co. Carborundum Co.,1-RC-89,Cornell-Dubilier Electric Corp.
4-RC-13,Carlin Brothers,1-RC-297,Cornell-Dubilier Electric
2-RC-143,Handbag Co.,,Corp.
16-RC-35 34-RC-44,Carnation Co. of Texas Carolina Concrete Pipe,4-RC-130 4-RC-18,"Cornwell Chemical Corp. County Gas Co., Public"
34-RC-7,Co.,7-RC-36,Service System. Crampton Manufactur- ing Co.
,"Carolina Metal Products, Inc.",15-RC-31,Crescent Salvage & Tow-
14-RC-5,Carter Carburetor Corp.,,ing Co.
7-RC-70,.Castoloy Corp.,2-RC-188,Crowley's Milk Co. &
13-RC-175 2-RC-175,Caterpillar Tractor Co. Corp. of Amer-,,Crowley's Ice Cream Co.
,Celanese ica.,14-RC-140 2-RC-254,Crown Shoe Co. Distilling
,Corp. of Amer-,,Co.
2-RC-181,,,
,,18-RC-61,Corp.
,Celanese ica.,,Cuba Curtiss-Wright
