row_label,col_1,col_2,col_3
1-RC-1792,tion. Old Town Shoe Co.,21-RC-614 31-RC-34,Phelps-Dodge Corp. Phenix Manufacturing Co.
1-RC-943 7-RC-409,"Olin Industries, Inc. Olympia Stadium Corp.",6-RC-305,Philadelphia Co.
2-RC-496,Orange Roller Bearing Co. 1,4-RC-142,Philadelphia Electric& Manufacturing Co.
36-RC-209,Oregon Portland Ce-,2-RC-678,Phillip Knitting Mills Lynn Knitting Mills.
3-RC-112,"ment Co. O'Rourke 'Baking Co., Inc.",16-RC-270 39-RC-61,Phillips Chemical Co. Phillips Chemical Co.
13-RC-461,"Oster, John, Manufac- turing Co.",16-RC-275 19-RC-124,Phillips Petroleum Co. Phillips &Rowe.
31-RC-18,"Outboard Marine& Manufacturing Co., Evinrude Motors Division.",8-RC-222 34-RC-124,Phoenix Machine Co. Piedmont Leaf Tobacco Co.
'7-RC-450 6-RC-92,"Overton, S. E., Co. Owens-Corning Fiber- glas Corp.",10-RC-196 39-RC-7 34-RC-60,Pierce Motor Co. Piggly-Wiggly Corp. Pine Burr Fashioned
8-RC-298,Owens-Corning Fiber- glas Corp.,8-RC-270,"Mill. Pittsburgh Plate Glass Co., Columbia Chem-"
8-RC-356,Owens-Corning Fiber- glas Corp.,,ical Division. Pizitz Dry Goods Co
13-RC-376 4-RC-305,Owens-Illinois Glass Co. Owens-Illinois Glass,10-RC-309 17-RC-285,Platte-Clay Electric Co- operative.
14-RC-509,"Co., American. Ozark Central Tele-",2-RC-542,Plymouth Metal Prod- ucts.
19-RC-128,phone Co. Pacific Gamble Robin-,10-RC-521 9-RC-399 30-RC-123,"Plywood Plastic Corp. Portrait Frocks, Inc. Post Printing &Pub- lishing Co."
20-RC-443,son Co. Pacific Gas &Electric Co.,33-RC-21,Potash Co. of America. Potosi Tie &Lumber
20-RC-298,Pacific Grape Products Co,16-RC-205,Co.
20-RC-304,Pacific Slope Lumber Co,13-RC-570 5-RC-317,Powers Regulator Co. Powhatan Brass &Iron Works.
21-RC-503,"Pacific Tankers, Inc. Pacific Telephone&",14-RC-416,Pre Cast Slab &Tile Co. Princetong.Knitting
20-RC-186 36-RC-175,Telegraph Co. Pacific Telephone&,1-RC-929 16-RC-264,"Mills, Inc. Proctor &Gamble Man-"
2-RC-1203,"Telegraph Co. Packard Jackson Heights, Inc.",13-RC-270,"ufacturing Co., The. Progressive Cleaners& Dyers, Inc."
1-RC-521,Panther Moccasin Man- ufacturing Co,9-RC-328,"Prophet, Fred B., Co."
1-RC--722,"Pappas, C., Co., Inc. Paraffine Companies,",1-RC-443 2-RC-627,Providence Public Mar- ket Co. Prudential Insurance
20-RC-495 14-RC-275,Inc.,2-RC-787,"Co of America, The. Public Service Electric"
7-RC-533 16-RC-202,Paramount Liquor Co. Park Davis &Co. Patrick Shipside,,&Gas Co. of New Jersey.
4-RC-199,Ware- house Co.,6-RC-293,"Puritan Foundations Co., Inc."
16-RC-210,Patterson Parchment Paper Co.,,
4-RC-327,"Patterson Steel Co. Paul &Beekman, Inc.",6-RC-151,Quaker State Oil Refin-
9-RC-241 16-RC-328,Peal Manufacturing Co. Peaslee Gaulbert Corp.,16-RC-312,ing Corp. Quanah Cotton Oil Co.
1-RC-780 35-RC-109,"Peirce, S S, Co.",5-RC-165,Quick Service Laundry.
4-RC7-448 6-RC-179,"Penn Coal Co., Inc. Penn-Hadley Mills, Inc.",3-RC-258,Racquette River Paper
1-RC-748,"Penn Woven, Inc.",,"Co., The. Radio Corporation of"
,Penobscot Shoe Co.,4-RC-252,
1-RC-770,Peter Pan Bus Lines.,,America.
