row_label,col_1
"Accurate Tool Co., The.","Camp, S. H. & Co."
Ace Sample Card Co. •,Cape County Milling Co.
Acme Breweries and California State Brewers Institute.,"Capitol Automatic Music Co., Inc. Capitol Greyhound Lines of Indiana,"
Alabama Fuel & Iron Co.,Inc.
American Bakeries Co.,"Capitol Paper Box Co., Inc."
American Bread Co.,"Carson, L. R., Inc."
American Laundry Machine' Co.,Carter Carburetor Corp.
"American Linen Service Co. and Ameri- can Laundries, Inc.","Carter, J. W., Co. Central Dispensary and Emergency Hospital."
American National Bank American Pearl Button Co.,"Century Cement Co., The & A. J. Lime Co."
,Central Steel & Tube Co.
American Rolbal Corp. American Smelting & Refining Co.,"Snyder,"
Anchor Serum Co. Appalachian Electric Power Co.,"Century Oxford, Inc."
"Arden, Elizabeth, Inc.",
,Century Projector Corp.
Armour & Co.,Chicago Flexible Shaft Co. Chicago Metal & Mfg. Co.
Armour & Co. of Delaware.,Chicago Steel Foundry Co.
Armstrong Furnace Co.,"Christy, George, A., & Son. Cincinnati Chemical Works, Inc."
Automatic Screw Machine Co.,"Clemson Bros., Inc."
"Ballentine Packing Co. Bardon of Hollywood, S. S. Slate, d/b/a.",Clinchfield Coal Corp. Clinton Woolen Mfg. Co.
Bell & Howell Co.,Coca-Cola Bottling Works.
"Bennett Box Co. Berko Malted Milk Co., Inc.","Coca-Cola Bottling Co., BireleYs Bev- erage Co."
,Colonial Curtain Mfg. Co. Colonial Mfg. Co.
"Berlin Chapman Co. Bigelow, E., Tile Co.",Columbia Products Corp.
"Bolton Mfg. Co., The.",Carbon Co.
"Blatt, M. E., Co.",Columbian
,Concordia Creamery Co.
"Bona Allen, Inc.",
Bowen Motor,Consolidated Aircraft Corp. Converse Bridge & Steel
"Coaches. Brezner Tanning Co.,","Concordia Ice Co., Inc."
"Inc. Brown-Brockmeyer Co. Brown & Root, Bellows, W. S. and","Co. Country Club Frocks, Inc.,-and Ulman,"
Columbia Construction Co. Brownsville Shipbuilding Corp.,"Max, Inc. Corn Products Refining Co. Consolidated Aircraft Corp. Plant"
Budd Wheel Co.,No.
,"3, Fort Worth Division."
Burton-Dixie Corp.,
