row_label,col_1
18-0-1285,"Gamble ilkogmo, Inc."
2-0-6517 18-C-2902,General Electric Corp. General Electric X-Ray Corp.
10-0-2098,General Shoe Corp.
10-0-2012,Georgia Twine & Cordage Co.
18-0-2974,"Goldblatt Bros., Inc."
8-0-1916 2-0-6119,"Goodrich, B. F., Co., The. Gould Mersereau Co., Inc."
1-0-2540,"Granite State Machine Co., Inc."
,"Grede Foundries, Inc."
13-0-2891,
8-0-2089,"Harris Fabricating Co., The."
5-0-2245,"Harris-Woodson, Co., Inc., The."
15-0-1163,Hickman-Fulton Counties Rural Electric Co-operative Corp.
10-0-1817,"Hills Bros. Co., The."
1-0-2823,"Hill Transportation Co., Mackenzie Coach Lines, Ltd."
5-0-2288,Hinde & Dauch Paper Co.
15-0-1802,"Holmes, D. H., Co., Ltd."
16-0-1323,Holmes & Holmes Oil Co.
16-0-1324,Hom-ond Food Stores.
9-0-2203,Hoppes Mfg. Co.
18-0-1379,"Horn Mfg. Co., Inc."
17-0-1370,Idarado Mining Co.
18-0-2836,Steel Co.
9-0-2236,Inland International Nickel Co.
6-0-1057,"Jenks, Elwood, M."
21-0-2713 10-0-1886,"Jergens, Andrew, Co. Jewel, J. D., Co."
17-0-1825,"Joffee, M. M., Co."
6-0-1050,
6-0-1085,Jones & Laughlin Steel Jones & Laughlin
1-0-2872,"Corp. Steel Corp., Vesta-Shannopin Coal Division. F. W., Optical Works."
,"Judge,"
8-0-2063 11-C-1292,"K. & W. Rubber Co. Kehler Co., Inc., The."
4-0-1570,"Kaplan, Max, Corp."
14-0-1001,"Kearney, James R., Corp."
5-0-2218,Kelco Corp.
,Kenlee Corp.
7-0-1536,Kentucky Utilities
11-0-1268,"Co. Kingston, Russell."
18-G1817,Newark & Kresge Department
2-0-5990,Kresge Store.
18-0-1216 9-0-2239,Lake Superior Lumber Co. Foundry Co.
,Lancaster Lancaster Garment Co.
4-0-1602 7-C-1475,"Larsen Co., The."
15-C-1181,Liberty Industrial Salvage Co.
9-0-2271,"Trucks, Inc."
,Lift Nut Corp. of America.
13-0-2954,"Lock Loudonville Milling Co., The."
8-0-2108,
,Mackie Lovejoy Mfg. Co.
13-0-2953 10-0-2057,Macon Textile Co. Cotton Mills
15-0-1205,"Magnolia Co. Bros., Inc. Marches of Hollywood."
13-0-3193 21-0-2696,Mandel Marshall & Bruce Co.
,Massey Gin &
10-0-1792,
10-0-2088,Machine Inc. Bros. Brick & Tile
,"Works, Home Milk"
10-0-1890 10-0-2008,Merry Co. Producers Association. Steel Products Co.
,"Miami Midland Moller, M. P., Inc."
8-0-1968,Montgomery Hardwood
5-0-2200,"Inc. Turning Co.,"
,"Floor Co., Inc. Morris Paper Mills."
15-0-1120 10-0-2125,Morrison
11-0-1810,Inc.
,"Mylan Sparta Co.,"
10-0-1925,
