row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Delaware………………………………..,15,4,4,0,0,11,703,606,238,238,0,0,368,181
Maryland………………………………..,61,31,28,0,3,30,3072,2578,1273,1213,0,60,1305,1398
District ofColumbia……………………,12,9,5,0,4,3,1495,973,559,329,0,230,414,991
Virginia…………………………………,55,28,22,1,5,27,3357,3005,1321,1029,145,147,1684,1082
West Virginia…………………………..,44,19,16,2,1,25,3478,3199,1647,1448,183,16,1552,2131
North Carolina………………………….,29,12,12,0,0,17,6762,5723,3736,3704,11,21,1987,3691
South Carolina………………………….,11,3,3,0,0,8,1903,1774,701,497,0,204,1073,240
Georgia………………………………….,52,24,22,0,2,28,4672,3888,1722,1685,0,37,2166,1791
Florida…………………………………..,84,48,45,0,3,36,8835,8510,3889,3280,0,609,4621,3129
South Atlantic……………………,363,178,157,3,18,185,34277,30256,15086,13423,339,1324,15170,14634
Kentucky………………………………..,51,28,23,4,1,23,3884,3602,1841,1660,178,3,1761,1678
Tennessee……………………………….,37,15,12,1,2,22,4967,4648,1828,1811,6,11,2820,1438
Alabama………………………………...,35,13,13,0,0,22,3203,2946,1205,1173,25,7,1741,980
Mississippi……………………………...,20,7,6,1,0,13,3445,3130,1394,1381,13,0,1736,592
East South Central………………..,143,63,54,6,3,80,15499,14326,6268,6025,222,21,8058,4688
Arkansas………………………………..,18,7,6,0,1,11,2573,2312,1038,887,0,151,1274,923
Louisiana………………………………..,23,12,11,0,1,11,1754,1333,774,674,0,100,559,1145
Oklahoma……………………………….,23,8,8,0,0,15,882,825,346,346,0,0,479,239
Texas…………………………………….,68,33,32,0,1,35,5598,4568,2267,2162,80,25,2301,2591
West South Central………………,132,60,57,0,3,72,10807,9038,4425,4069,80,276,4613,4898
Montana………………………………..,18,9,9,0,0,9,415,358,184,180,4,0,174,203
Idaho……………………………………,6,3,2,0,1,3,375,334,216,210,0,6,118,338
Wyoming……………………………….,2,1,1,0,0,1,17,17,8,8,0,0,9,13
Colorado………………………………..,20,10,10,0,0,10,875,774,404,404,0,0,370,383
NewMexico…………………………….,20,12,11,0,1,8,1128,1007,504,489,0,15,503,401
Arizona………………………………….,25,10,10,0,0,15,1765,1498,739,739,0,0,759,1260
Utah…………………………………….. Nevada………………………………….,10 51,4,3,1,0,6,461,443,217,191,26,0,"226 1,816","137 2,039"
,,28,28,0,0,23,4408,3792,1976,1976,0,0,,
