row_label,col_1,col_2,col_3
7-RC-328,Chrysler Corp.,3-RC-207,"tics, Inc. Comstock Canning"
7-RC-358 7-RC-524 21-RC-775,Chrysler Corp. Chrysler Corp. Chrysler Corp.,,Corp. Conlon Brothers Manu-
35-RC-116,Chrysler Corp. Chrysler Detroit Co.,13-RC-264,facturing Co.
7-RC-232,,14-RC-274,"Conrad, Inc."
1-RC-468,"Church, H. B, Co.",21-RC-265,Consolidated Rock
13-RC-290 17-RC-375,Churchill Cabinet Co. Churchill Truck Lines.,21-RC-302,Products Co. Consolidated Block Products Co.
1-RC-982 9-RC-325,"Cianrus Co. Cincinnati Enquirer,",10-RC-363,Constitution Publishing
9-RC-377,"The Cincinnati Industries,",14-RC-577,"CO., The. Construction Materials"
16-RC-381,Inc. Cisco Hydrocarbon Corp,4-RC-384 9-RC-346,Co. Continental Diamond Container Corp. of
2-RC-451 2-RC-512,City Auto Radiator Co Cities Service Oil Co. of Pennsylvania.,13-RC-580,America. Container Corp. of America.
15-RC-195,Cities Service Refining Corp.,16-RC-352,Container Corp. of America.
16-RC-194,City Transportation Co Civic Broadcasting,16-RC-376,Container Corp. of America.
3-RC-58,Corp. Clayton & Lambert,15-RC-260 7-RC-203,Continental Oil Co. Continental Motors
17-RC-421,"Manufacturing Co. Clearfield Cheese Co.,",,Continental Motors
9-RC-378,"Inc. Clelland Bus Lines, Inc.",7-RC-454,Corp. Corp.
10-RC-569 8-RC-320,"Cleveland Plastics, Inc.",16-RC-137 20-RC-549,Corpus Christi Broad- casting Co.
20-RC-210,"Cleveland Wrecking Co., The. Clippard Instrument",1-RC-665,"Coronado Copper & Zinc Co. Cote Motor Co., Inc."
9-RC-313 20- RC-413,"Laboratory, Inc. Coast Pacific Lumber",2-RC-349,Covered Button Mould Manufacturers'Asso-
36-RC-164,Coast Pacific Lumber Co. Coca-Cola Bottling Co,16-RC-249,ciation. C r e a me r- Dunlat Oil
7-RC-139,Co.,,Field Equipment Co.
16-RC-388,Coca-Cola Bottling Co.,33-RC-50 13-RC-400,"Creamland Dairies, Inc. Cribben and Sexton Co."
2-RC-526 32-RC-92,"Cohen, J., & Brothers. Coleman, William",2-RC-995,"Crockett & Buss, Inc. Croker Burbank & Co.,"
,"H., Co.",1-RC-385,Assocgation.
4-RC-446 1-RC-499,Cole's Trucking Service. Collins Brothers Ma-,17-RC-151,"Crome, Wm. F, & Co. Crown Zellerbach Co."
,chine Co.,19-RC-316,Cummins Diesel Service
19-RC-66,Colonial Construction Co.,7-RC-227,"& Sales of Michigan, Inc."
10-RC-486 34-RC-48,,14-RC-287 34-RC-75,Cupples-Hess Corp.
4-RC-236,"Colonial Stores, Inc. Colonial Stores, Inc.",18-RC-394,Curtiss Motor Co.
,"Colony Foods, Julius Paley.",,Curtiss Wright Corp.
I 0-RC-251,Colorado Insulating Co. Columbia Corp. et al. Columbia Ice & Cold,18-RC-142 16-RC-370,D&D
30-RC-132 21-RC-309,,15-RC-196,Transportation Co.
19-RC-268,Storage Co. Columbia Lumber &,,"Dahl, Howard, WKBH, Inc."
9-RC-188,"Manufacturing Co Columbian Carbon Co, The.",1-RC-135 13-RC-585,Dallas Fort Worth Brewing Co.
,,,Daly Brothers. Daly Brothers Shoe
19-RC-59 2-RC-021,Columbia Packing Co. Columbia Pictures Corp Columbia Pictures Corp.,3-RC-52,"Co., Inc. Danahy-Faxon Stores,"
.21-RC-617,Commercial Solvents,,Inc.
13-RC-339,,'2-RC-1262,Danbury Rubber Co.
,Corp.,8-RC-238,
,,,"Danner Press, Inc."
