row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Delaware,6,3,3,o,o,3,348,306,101,101,0,0,205,76
Maryland,52,14,11,o,3,38,3068,2708,1170,972,0,198,1538,602
District of Columbia,17,12,10,1,1,5,1220,1053,684,542,122,20,369,1128
Virginia,41,19,13,4,2,22,2461,2177,1096,798,151,147,1081,749
West Virginia,37,16,15,1,0,21,4357,4067,1762,1197,560,5,2305,889
North Carolina,18,11,10,1,0,7,3316,2766,1259,1253,6,0,1507,966
South Carolina,9,3,3,0,0,6,1574,1472,721,693,28,0,751,670
Georgia,28,8,8,o,0,20,2721,2390,1020,1020,o,o,1370,671
Florida,87,41,38,0,3,46,4268,3981,1846,1637,0,209,2135,1487
South Atlantic,295,127,111,7,9,168,23333,20920,9659,8213,867,579,11261,7238
Kentucky,41,12,11,o,1,29,2693,2490,998,946,35,17,1492,658
Tennessee,48,13,11,o,2,35,5136,4703,1660,1648,o,12,3043,528
Alabama,42,18,17,1,o,24,4910,4404,2065,2054,11,0,2339,1568
Mississippi,18,8,8,0,0,10,2666,2405,1135,1135,0,0,1270,953
East South Central,149,51,47,1,3,98,15405,14002,5858,5783,46,29,8144,3707
Arkansas,24,6,6,0,0,18,1882,1603,675,675,0,0,928,434
Louisiana,39,19,17,2,0,20,2385,1784,787,761,26,o,997,800
Oklahoma,25,10,9,1,o,15,2473,2126,905,874,23,8,1221,243
Texas,66,25,23,0,2,41,4696,4273,1804,1691,0,113,2469,1147
West South Central,154,60,55,3,2,94,11436,9786,4171,4001,49,121,5615,2624
Montana,25,13,13,o,0,12,835,732,357,357,o,0,375,580
Idaho,18,9,7,o,2,9,1475,1209,566,332,0,234,643,' 444
Wyoming,6,1,1,0,0,5,277,267,105,53,52,0,162,15
Colorado,32,12,12 7,o,o,20,2819,2577,996,996,0,0,1581,625
New Mexico,20,7,,o,0,13,1322,1240,669,669,0,0,571,728
Arizona,22,12,12,0,0,10,1615,1435,527,521,0,6,908,530
Utah Nevada,18 37,3 22,3 17,0 5,0 0,15 15,"1,477 2,182","1,306 1,804","456 1,159",413 956,43 144,0 59,850 645,"129 1,594"
