row_label,col_1
8-R-2524,Smith Brothers Mfg. Co.
4-R-2113,"Smith, L. B., Inc."
5-R-2600,"Smoky Mountain Stages, Inc."
2-11-6345,"Snell, Foster D., Inc."
4-R-2240,"Socony Vacuum Oil Co., Inc. -Inc."
6-R-1626,"Socony Vacuum Oil Co.,"
13-R-3694,Solem Machine Co.
9-R-2600,"Sorg Paper Co., The."
10-R-1791,Southeastern Telephone Co.
16-R-2150,"Southern Acid & Sulphur Co., Inc."
21-R-3277,"Southern California Edison Co., Ltd."
21-R-3543,Southern California Gas Co.
10-R-1987,Southern Fertilizer & Chemical Co.
10-R-2022,Southern States Phosphate & Fertilizer Co.
13-R-4031,"Southtown Economist, Inc."
11-R-998,"Spicer Mfg. Corp., Salisbury Axle Division."
9-R-2603,Spur Distributing Co.
5-R-2439,"Standard Brands, Inc."
2-R-7250,Standard Cap & Seal Corp.
10-R-2246,Standard-Coosa-Thatcher (Thatcher Mill) Co.
13-R-4171,Standard Lime & Stone Co.
15-R-1979,Standard Oil Co. of New Jersey.
9-R-2549,"Standard Register Co., The."
3-R-1435,Stauffer Chemical Co.
16-R-1836 10-R-2380,"Stephens, Ray, Inc. Stephens, W. P., Lumber"
19-R-1795,Co. Sullivan Mining Co.
20-R-19M,Sunland Industries Co.
16-R-1700 18-R-1531,Superior Mfg. Co. Swan Engineering & Machine Co.
19-RE-26,Swanson Bros. Logging Co. Co.
17-R-1070,Swartzbaugh Mfg.
8-R-2378,Swift & Co.
,"Symington-Gould Corp.,"
18-R-1599,Swift & Co.
3-R-1459,The.
6-R-1355 10-R-1930,"Talon, Inc. Tampa Transit Lines, Inc."
1-R-3518,"Telechron, Inc. Pipe Line"
21-R-3597,"Texas Co., The."
16-R-1873,Texas-New Mexico Co.
4-R-2342,"Textile Machine Works, Inc., Machine Shop & Foundry Textron, Inc."
1-R-3256 1-R-3400,"Textron, Inc."
1-B-3461,"Textron, Inc."
1-R-3401,"Textron, Inc."
1-R-3547,"Textron, Inc."
18-R-1742,"Theiler, Carl & Joe, Inc."
10-R-2110,& Howard Co. of Charleston.
18-R-1662,Thomas
,"Thomas Truck & Castor Co. Thompson Products, Inc. & Thompson Aircraft Products"
8-R-2363 8-R-2509,"Thompson Products, Inc."
2-R-5736,"Tidewater Associated Oil Co., Inc."
7-R-2293,Axle Co.
17D-R-26,Timken-Detroit Tivoli Brewing Co.
16-R-1789,"Todd Galveston Docks, Inc."
8-R-2274,"Toledo Casket Co., The. Tool"
8-R-2530,"Die Engineering Co., Casting Division. Co., The."
9-R-2394,Trailmobile Trailways Union Bus Depot.
17-R-1553,"Trenton Potteries Co., Auto Spring"
4-R-1748,The.
6-8-1510,"Triangle Corp. Publications,"
10-R-1845,"Triangle Inc., McMurray Printers"
15M-R-28,Trumbull Asphalt Co.
2-R-6690,Co.
,Turbine Engineering
