row_label,col_1,col_2
"IggNsesag8s833888863sg sm4stavveits- igigs sesessassee6666""6661' 1 vatvetil? ! g t i .i","IggNsesag8s833888863sg sm4stavveits- igigs sesessassee6666""6661' 1 vatvetil? ! g t i .i",
.-.-1.1.- El2gEt§EE§Oa2nEtEVTig,,z a-
-.. 7: ... .....sr.muvstrEE,E,
"•-• 14 NJ PPr..:72PPrrPrP- w.....4....0 .. .... .. ow...-■cowW,..",,
iJsslatem4nsccats g -tretz,I,RIF
"-.......N,w.-N, ....... :::::: . CW,..7. .",E,
. .c..a.o..ca,§ o,I
"oo-00000000 - oon,wob.",ti,
11nIIIIIIIn I'M 14tE*71ttE,,n
00_0000000000000000.00,w,3 g
g liwillIIIIIIIIIIIII II,§ b,ti 3' I e g
0000000000-0-0-0-0-0,...1,
1111111111E1EIWIEEEIEI,o,Iif I
,t,
".....-.0._.--....utt I in in No b I nJ im i4 %, b ia ia 4a cr. b. to i. ia ■. i.., ■.",§ b,
