row_label,All cases,Unfair labor practice cases — All C cases,Unfair labor practice cases — CA,Unfair labor practice cases — CB,Unfair labor practice cases — CC,Unfair labor practice cases — CD,Unfair labor practice cases — CE,Unfair labor practice cases — CG,Unfair labor practice cases — CP,Representation cases — All R cases,Representation cases — RC,Representation cases — RM,Representation cases — RD,Union deauthorization cases (UD),Amendment of certification cases (AC),Unit clarification cases (UC)
New England (division header),,,,,,,,,,,,,,,,
"Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut",,,,,,,,,,,,,,,,
"Middle Atlantic — New York, New Jersey, Pennsylvania",,,,,,,,,,,,,,,,
"East North Central — Ohio, Indiana, Illinois, Michigan, Wisconsin",,,,,,,,,,,,,,,,
"West North Central — Iowa, Minnesota, Missouri, North Dakota, South Dakota, Nebraska, Kansas",,,,,,,,,,,,,,,,
