row_label,col_1
1I-R-862,"Electronic Laboratories, Inc."
9-R-1773,Elk Horn Coal Corp.
9-R-2005,Elk River Coal & Lumber Co.
13-R-3406,Elkay Mfg. Co.
17-R-1339,"Ellis Canning Co., The."
1-R-2728,Elmvale Worsted Co.
3-R-1007,"Empire Worsted Mills, Inc."
3-R-1113,Endicott Johnson Corp.
2-R-6272,"Endo Products, Inc."
13-R-3140,"Englander Co., Inc., The."
20-R-1451,"Ensher, Alexander & Barsoom, Inc."
13-R-2970,Erpenbeck & Segessman.
I-R-2471,Erving Paper Mills.
20-R-1440,Escalon Packers & Corp.
7-R-2117,Essex Wire Corp.
21-R-3240,"Eston Chemicals, Inc."
15-R-1501,Ethyl Corp.
13-R-3074,Eureka Williams Corp.
14-R-1366,"Evans, George, Bedding Co."
13-R-2966,"Ever-Wear Trunk Works, Inc."
9-R-1708,"Ewing, Oscar, Inc."
4-R-1826,Ewing-Thomas Corp.
20-R-1447,"Fair Oaks Fruit Co. Fair, The."
13-R-3443,
13-R-3256 161 -R-1654,"Fairbanks, Morse & Co. Fairmont 'Creamery Co."
1-R-2516,"Falls Co., The."
14-R-779,Famous Barr Co.
16-R-1546,Farmers & Merchants Compress & Warehouse Co.
1-R-2595,"Federal Electric Products Co., Inc."
7-R-2029,Federal Mogul Corp.
2-R-5513,"Federal Telecommunication Laboratories, Inc."
2-R-5524,"Federal Telephone & Radio Corp. H., Inc."
11-R-903,"Fendrich,"
21-R-2830,"Fibreboard Products, Inc."
13-RA246,"Finkl, A., & Sons Co. Finkl, A., & Sons Co."
13-R-3315,"Firestone Tire & Rubber Co.,"
5-R-1925 2-R-6131,"The. First National Chain Stores, Inc."
2-R-6132,"First National Chain Stores, Inc National Stores, Inc."
1-R-2383,First
1-R-2801,"National Stores, Inc."
1-R-2613,"First Fleisher Shoe Co., The."
16-R-1618,"Fleming & Sons, Inc. Flintkote Co, The."
,"Florence Stove Co.,"
2-R-5686 13-R-3263,
10-R-1453,Inc. Florida Power & Light
20-R-1429,"Co. Flotill Products, Inc."
5-R-2062,Flynn & Emrich Co. of Machinery Corp.
10-R-1693,Baltimore. Food Food
21-R-3257,"Machinery Corp., Peerless Pump"
,"Division. Food Machinery Corp., Sprague-Sells Division. Foote"
13-R-3168 13-R-3008,Bros. Gear & Machine Corp.
13-R-3219 18-R-1307,Ford Motor Co. Motor Co.
,Ford Forest City Knitting
,Foster-Wheeler Corp
13-R-3318 2-R-5664,Co.
20-R-1434 .,Foster & Wood Canning Co.
8-R-1929,"French Oil Mill Machinery Co., The. Frick Co., Inc."
6-11-1157,Friedlaender & Co
,"Fries, Beall & Sharp"
10-R-1571,
5-11-1976 19-R-1584,Co. Box Co.
,Friesen Fruitvale Canning Co.
20-R-1517,& Hatch Knitting
2-R-5880,Fuld
,Co.
