row_label,col_1,col_2,col_3
18-RC-347,Boland Manufacturing,9-RC-270,"Caldwell, W. E., Co."
2-RC-775,"Co. Bonat, Samuel &Bro., Inc.",20-RC-325 15-RC-204 3-RC-235,"California Growers, Inc. Calmes Engineering Co. Canlake Petroleum"
4-RC-374,Bond Crown &Cork Co. Bond Industrial Main-,36-RC-162,Corp. Cape Arago Lumber Co.
2-RC-312,tenance Co.,10-RC-388,Carbide &Carbon
1-RC-966,"Bond Stores, Inc.",16-RC-207,Chemicals Corp. Carbide &Carbon
4-RC-410,"Bond Stores, Inc. Bonham Cotton Mills.",,Chemicals Corp.
16-RC-379 2-RC-859,"Bonwit-Teller, Inc.",3-RC-209,"Cary &Co., Inc."
2-RC-461,Boorum &Pease Co.,10-RC-103,"Case, J. I., Co."
2-RC-682,Borck-Stevens Bakery,18-RC-139,"Case, J. I., Co."
8-RC-415,"Co. Borden Co., The, Bor- den Cheese Division, The.",18-RC-300 18-RC-329 20-RC-181 5-RC-127,"Case, J. I., Co. Case, J. I., Co. Case, J. I., Co. Caskey Baking Co."
21-RC-828,"Borden Co. Borden Co., The.",21-RC-286,Castle Dome Copper
16-RC-256,,,Co.
7-RC-516,Borden's Ice Cream Co.,21-RC-401,Castle Dome Copper
39-RC-56 7-RC-462,"Bordo Products Co. Borg-Warner, Ingersoll",9-RC-411,"Co., Inc. Castle Showcase Co."
14-RC-348,"Steel Division. Borg-Warner Corp., Norge Division of.",5-RC-241,Celanese Corp. of Amer- ica.
7-RC-417,Boston Department Store.,5-RC-258 10-RC-393,Celanese Corp of Amer- ica. Celanese Corp. of Amer-
17-RC-294 10-RC-599,"Brandeis, J. L. &Sons. Brandon Corp.",39-RC-17,ica. Celanese Corp. of Amer-
21-RC-359,Braun Corp. Industrial Chemicals.,15-RC-222,"ica. Celotex Corp., The."
10-RC-485 1-RC-936,"Bray, J. N., Co., The. Brightwater Paper Co.",10-RC-242 16-RC-294,"Central Bus Lines, Inc. Central Dairy Products Co., The"
,Broadway Department,,
21-RC-588,"Stores, Inc.",39-RC-62,Central Foods Co.
2-RC-934,Broadway Iron &Pipe Corp.,38-RC-90 35-RC-153,Central Soller. Central Swallow Coach
35-RC-146,"Broderick Co, The. Brown Express, H.",,"Lines, Inc. Central Wire Frame Co."
16-RC-172,P. Brown.,2-RC-536 18-RC-362,Central Wisconsin Mo- tor Transport Co.
15-RC-176 10-RC-284,"Brown Oil Tools, Inc. Brown, Pryor, Transfer Co.",7-RC-98,Certain-Teed Products Corp.
14-RC-470 7-RC-421,"'Brown Shoe Co., Inc. Brunswick Balke",2-RC-377 20-RC-340,"Challon, Inc. Chanslor &Lyon Co."
,Col- lender Co.,21-RC-592,Charroin Manufactur-
9-RC-312,"Bryant, James, Motors, Inc.",5-RC-279,ing Co. Chesapeake Paperboard
4-RC-454,Bundy Tubing Co. Burgess,,"Co., The Chesapeake"
34-RC-102,Manufacturing Co.,5-RC-154,&Potomac Telephone of Virginia.
21-RC-666 2-RC-770,"Burnett &Burnett. Burns, William J., In- ternational Detective",13-RC-291 13-RC-636,"Chicago Gray Line, Inc Chicago Journal of Commerce, Inc."
2-RC-754,Agency. Burroughs Adding Ma- chine Co.,6-RC-96 13-RC-593,Chicago Pneumatic Tool Co. Chicago Railway Equip-
1-RC-794,"Burrows &Sanborn, Inc. Butte Motors, Jack Taylor &Paul Bul-",,ment Co. Chicago Screw Co.
20-RC-544,,13-RC-520,"Chicago Towel Co.,"
,lard.,13-RC-633,"Means, F. W., &Co."
39-RC-57,Buron-Jackson Co.,16-RC-308,Chowctaw Cotton Oil Co.
21-RC-297 32-RC-56,Caffers &Sattler.,20-RC-530,Christensen Diamond Products Co.
,Cain Canning Co.,,
20-RC-214,Calaveras Cement Co.,4-RC-329,Chrysler Corp.
