row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Management of Companies and Enterprises................................................,4,1,1,0,0,3,67,47,26,26,0,0,21,33
Administrative and Support Services........,172,109,45,41,23,63,10109,7294,4543,1372,2014,1157,2751,5539
Waste Management and Remediation Services....................................................,65,27,24,0,3,38,2210,1945,930,871,0,59,1015,747
"Administrative and Support, Waste Management and Remediation Services..",237,136,69,41,26,101,12319,9239,5473,2243,2014,1216,3766,6286
Educational Services............................,46,35,20,2,13,11,4024,3037,2151,1463,30,658,886,3598
Ambulatory Health Care Services............,56,35,27,1,7,21,4496,3018,1687,1534,23,130,1331,2674
Hospitals....................................................,108,73,61,3,9,35,14759,11936,6517,5493,210,814,5419,8665
Nursing and Residential Care Facilities....,192,122,115,5,2,70,16225,12077,7356,6763,200,393,4721,10303
Social Assistance......................................,55,38,38,0,0,17,5528,3972,2460,2456,0,4,1512,3523
Health Care and Social Assistance......,411,268,241,9,18,143,41008,31003,18020,16246,433,1341,12983,25165
"Performing Arts, Spectator Sports and Related Industries......................................",17,12,8,1,3,5,1082,856,763,199,90,474,93,999
"Museums, Historical Sites and Similar Institutions................................................",5,4,3,0,1,1,126,109,75,56,0,19,34,121
"Amusement, Gambling and Recreation Industries..................................................",9,5,4,1,0,4,4293,3534,1266,1205,61,0,2268,518
"Arts, Entertainment and Recreation....",31,21,15,2,4,10,5501,4499,2104,1460,151,493,2395,1638
Accommodation........................................,25,14,11,0,3,11,2210,1819,724,641,0,83,1095,787
Foodservices and Drinking Places............,32,12,11,0,1,20,2084,1579,727,620,20,87,852,803
Accommodation and Foodservices......,57,26,22,0,4,31,4294,3398,1451,1261,20,170,1947,1590
Repair and Maintenance............................,35,18,17,0,1,17,1205,1107,570,544,0,26,537,546
Personal and Laundry Services................,36,19,17,2,0,17,1123,930,558,527,31,0,372,634
