row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Minnesota.......................................,48,26,15,10,1,22,2333,1956,1075,517,511,47,881,1442
Missouri..........................................,48,21,13,7,1,27,3425,2840,1669,536,1099,34,1171,2043
Nebraska.........................................,10,6,2,4,0,4,1068,881,573,9,564,0,308,794
North Dakota..................................,6,5,4,1,0,1,226,200,134,86,48,0,66,141
South Dakota..................................,1,1,1,0,0,0,14,10,10,10,0,0,0,14
West North Central....................,156,76,46,28,2,80,9823,8431,4613,1658,2816,139,3818,5297
Arkansas.........................................,10,6,2,4,0,4,915,832,507,33,474,0,325,525
Louisiana.........................................,12,6,2,4,0,6,352,302,144,60,73,11,158,164
Oklahoma........................................,8,4,2,2,0,4,283,239,139,73,66,0,100,162
Texas...............................................,47,27,12,14,1,20,2952,2408,1240,394,727,119,1168,1348
West South Central....................,77,43,18,24,1,34,4502,3781,2030,560,1340,130,1751,2199
"Total, all States and areas..........",1936,1162,437,649,76,774,135554,107209,61879,23869,34210,3800,45330,86319
