"Industrial group (continuation: Mining, Construction, Transportation, Services)",All cases,Unfair labor practice cases / All C cases,Unfair labor practice cases / CA,Unfair labor practice cases / CB,Unfair labor practice cases / CC,Unfair labor practice cases / CD,Unfair labor practice cases / CE,Unfair labor practice cases / CG,Unfair labor practice cases / CP,Unfair labor practice cases / Total R cases,Representation cases / RC,Representation cases / RM,Representation cases / RD,Representation cases / UD,Union deauthorization cases / AC,Amendment of certification cases / UC
"Industrial groups continued (Mining, Construction, Wholesale/Retail, Transportation, Services)",,,,,,,,,,,,,,,,
