row_label,Action taken,Total all,Employer / Total,Employer / Agreement of parties / Informal settlement,Employer / Agreement of parties / Formal settlement,Employer / Recommendation of administrative law judge,Employer / Order of- / Board,Employer / Order of- / Court,Union / Total,Union / Agreement of parties / Informal settlement,Union / Agreement of parties / Formal settlement,Union / Recommendation of administrative law judge,Union / Order of- / Board,Union / Order of- / Court
A. By number of cases involved,10478,4816,3721,2752,119,9,570,270,1095,886,50,0,104,55
