row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Virginia,22,8,5,3,0,14,1880,1680,840,557,283,0,840,853
West Virginia,21,11,6,5,0,10,1126,1015,565,394,171,0,450,520
South Atlantic,228,127,54,60,13,101,20715,17893,9701,5398,4035,268,8192,9489
Iowa..........................................................,29,17,8,9,0,12,1387,1274,658,351,307,0,616,693
Kansas......................................................,8,5,2,2,1,3,143,106,71,42,9,20,35,116
Minnesota..................................................,47,21,12,8,1,26,2341,2034,990,319,412,259,1044,889
Missouri....................................................,49,26,13,12,1,23,2921,2526,1353,625,722,6,1173,1325
Nebraska....................................................,19,12,12,0,0,7,349,305,188,152,36,0,117,207
North Dakota............................................,3,1,1,0,0,2,56,50,35,35,0,0,15,26
South Dakota............................................,1,0,0,0,0,1,6,4,1,0,1,0,3,0
West North Central..............................,156,82,48,31,3,74,7203,6299,3296,1524,1487,285,3003,3256
Arkansas....................................................,6,2,2,0,0,4,369,339,111,54,57,0,228,54
Louisiana..................................................,15,6,4,2,0,9,497,420,206,85,68,53,214,115
Oklahoma..................................................,8,6,4,2,0,2,282,245,141,125,16,0,104,104
Texas........................................................,50,25,14,11,0,25,2991,2692,1362,737,624,1,1330,1946
West South Central..............................,79,39,24,15,0,40,4139,3696,1820,1001,765,54,1876,2219
"Total, all States and areas....................",2162,1198,551,559,88,964,152653,123802,70491,27609,33769,9113,53311,82086
