row_label,col_1
4-R-2414,Firestone Tire & Rubber Co.
8-R-2447 10-R-2442,"Firestone Tire & Rubber Co., The. Firestone Tire & Rubber Co., Warehouse."
10-R-1896,Florida Power & Light Co.
20-R-1940,Foreman & Clark.
7-R-2472,"Fry, Lloyd A., Roofing Co."
4-R-2246,"G&AAircraft, Inc."
5-R-2648,Garrett Tobacco Co.
2-R-7105 8-R-2158,General Cable Corp. General Electric Co.
21-R-3461,General Petroleum Corp.
9-R-2389,General Refractories Co.
5-R-2817,Gilbert Storage & Transfer Co.
13-R-3688,"Goldblatt Bros., Inc."
15-R-2080,"Gooch, C. M., Lumber Co."
8-R-2497,"Goodrich, B. F., Co., The."
10-R-2506,"Goodrich, B. F., Co."
1-R-3172,"Greenville Finishing Co., Inc."
10-R-2525,Greenville Steel & Foundry Co.
16-R-2111,Griflin-Goodner Grocery Co.
5-R-2632,"Gross, A., Candle Co., Inc."
10-R-2077,Gurney Mfg. Co. & Jewel Fabrics Co.
7-R-2471 9-R-1986,"Habitant Shops, Inc. Hamilton Gas Corp."
18-R-1649,"Hinson Mfg. Co., The."
16-R-1877,Hubby-Reese Co.
5-R-2700,Hudson Hosiery Co.
13-RE-46,"Hyde Park Cooperative Society, Inc."
19-R-1708,"Hyster Co., The."
13-R-3619 21-R-3602,"Inland Steel Co. International Cementers, Inc."
10-R-2343,International Harvesters Co.
4-R-2191,"International Paper Co., The Agar Container"
,"Shoe Co., Box Department."
14-R-147'1,Division International
10-R-1961 5-R-2413,"Johnson City Foundry & Machine Works, Inc."
16-R-2041,"Kearns, 0. E., & Son, Inc. Kelly, G. A., Plow Co."
17-R-1445,W. H. Stationery Co.
10-R-1874,"Kistler, Knox Porcelain Corp."
2-R-6993,Kroder-Reuble Co.
13-R-4198,Kuhner Packing Co.
"6-R,-1410 5-R-2646",Landis Machine Co. Liggett & Myers Tobacco Co. Link-Belt Co. (Pacific Division).
21-R4725,Locker Aircraft. Inc.
19-R-1967,Lone Star Steel Corp.
16-RA667,
,"Processes,"
13-R-3643,Luminous Inc.
10-R-2207 15-R-2063,McAfee Candy Co. Malvein Brick & Tile Co. Lumber Co.
15-R-1794,Mansfield Hardwood Field & Co.
13-R-4090 13-R-4306,Marshall Marshall Field & Co.
,Martinolich
20-R-1792,Shipbuilding Co. Novelty Corp.
5-R-2802,& Son Coal Co.
8-R-2297,Martinsville Mason
21-R-3416,"May Co., The. Memphis Butchers"
15-R-1913,"Metals Controls Corp.,"
1-R-3088,"Association, Inc. General Plate Division of."
2-R-6735,"Milford Glass Works, Inc."
13-R-3495,Miller Connell Mfg. Co.
