Division and State,Total elections,Number of elections in which representation was won by unions — Total,Number of elections in which representation was won by unions — AFL-CIO unions,Number of elections in which representation was won by unions — Teamsters,Number of elections in which representation was won by unions — Other national unions,Number of elections in which representation was won by unions — Other local unions,Number of elections in which no representative was chosen,Total valid votes cast,Votes for unions — Total,Votes for unions — AFL-CIO unions,Votes for unions — Teamsters,Votes for unions — Other national unions,Votes for unions — Other local unions,Votes for no union,Eligible employees in units of unions chosen as representative
,45,15,4,0,0,0,30,2534,1609,1067,,,,744,1335
,19,,,,,,,,,,,,,,
,30,,,,,,,,,,,,,,
