row_label,col_1,col_2
TABLE,TABLE,Page
15B.,"Standard Federal Administrative Regional Distribution of Represen- tation Elections Held in Cases Closed, Transition Qtr (July- September 1976)",254
16.,"Industrial Distribution of Representation Elections Held in Cases Closed, Transition Qtr (July-September 1976)",256
17.,"Size of Units in Representation Election Cases Closed, Transition Qtr (July-September 1976)",258
18.,"Distribution of Unfair Labor Practice Situations Received, by Num- ber of Employees in Establishments, Transition Qtr (July-Septem- ber 1976)",260
19.,"Litigation for Enforcement and/or Review of Board Orders, Tran- sition Qtr (July-September 1976); and Cumulative Totals, Fiscal Years 1936 through Transition Qtr (July-September 1976)",261
19A.,"Proceedings Decided by Circuit Courts of Appeals on Petitions for Enforcement and/or Review of Board Ordei s, Transition Qtr 1976, Compared With 5-Year Cumulative Totals, Fiscal Years 1972 through 1976",262
20.,". Injunction Litigation Under Section 10(e), 10(j), and 10(1), Transi- tion Qtr (July-September 1976)",263
21.,Miscellaneous Litigation Involving NLRB; Outcome of Proceedings in Which Court Decisions Issued in Transition Qtr (July-Septem-,264
22.,"ber 1976) Advisoi y Opinion Cases Received, Closed, and Pending, Transition Qtr (July-September 1976)",265
22A.,"Disposition of Advisory Opinion Cases, Transition Qtr (July-Septem- ber 1976)",265
,TABLES FOR FISCAL YEAR 1977,
TABLE,TABLE,Page
1.,"Total Cases Received, Closed, and Pending, Fiscal Year 1977",266
1A.,"Unfair Labor Practice Cases Received, Closed, and Pending, Fiscal Year 1977",267
1B.,"Representation Cases Received, Closed, and Pending, Fiscal Year 1977",268
2.,"Types of Unfair Labor Practices Alleged, Fiscal Year 1977",269
3A.,"Formal Actions Taken in Unfair Labor Practice Cases, Fiscal Year 1977",270
3B.,"Formal Actions Taken in Representation and Union Deauthorization Cases, Fiscal Year 1977",271
3C.,"Formal Actions Taken in Amendment of Certification and Unit Clarification Cases, Fiscal Year 1977",
4.,"Remedial Actions Taken in Unfair Labor Practice Cases Closed, Fiscal Year 1977",273
5,"Industrial Distribution of Cases Received, Fiscal Year 1977",274 276
6A.,"Geographic Distribution of Cases Received, Fiscal Year 1977",278
6B.,"Standard Federal Administrative Regional Distribution of Cases Received, Fiscal Year 1977",280
7.,"Analysis of Methods of Disposition of Unfair Labor Practice Cases Closed, Fiscal Year 1977",282
,"Analysis of Methods of Disposition of Jurisdictional Dispute Closed Prior to Unfair Labor Practice Proceedings, Fiscal",
7A.,Cases Year 1977,284
