row_label,col_1,col_2,col_3
1-R-3849,Heywood Narrow Fabric Co.,•9I-R-1337,"tries, Inc. Norfolk Southern Bus"
2:-R-7802 4-R-2757 16-R-2427,"Hinzman & Waldmann. Home Furniture Co. Hom-Ond Food Stores,",5-R-3026,"Corp. 21-R-3925 North American Avia- tion, Inc."
5W-R-117,"Inc. • Hudson Hosiery Co.,",16-R-2428,Oklahoma Rig & Supply Co.
21-R-4069 19-R-2194,Hudson Sales Corp. Interstate Telephone Co.,20-R-2311,"Pa cif i c Airmotive Corp., 0 a k 1 an d Branch."
10-R-2800,J. & J. Veneer Co. Jarecki Machine & Tool,21-R-4073,Pacific . Airmotive Corp. Paper Container Manu-
7-R-2612,Co.,13-R-4525,facturing Co.
2-R-7951 16E-R-22,"Johns-Manville Home In- sulation Department. Johnson, Charles Eneu,",2-R-7787,"Paramount Pictures, Inc. Patterson Boiler & Tank, Inc.'"
,& Co..,2-R-7938 10-R-2770,Phillips & Puttorff Man- ufacturing Co.
,"Kelly, 0. S., Co., The.",15M-R-97,Pierce-Williams Basket
9-R-2757 1-R-3884,"Kendall Mills, Finishing Division of the Kendall",17-R-1852,Co. Pittsburgh-Corning Corp.
", 131VE-11-22",Co. Kimberly-Clark Paper,4-R-2735 20-R-2296,"Pomeroy's, Inc. Poultry • Producers of Central California."
18-R-1944,Kimberly-Clark Corp.,13-R-4534 16-R-2257,Procter & Gamble Man- ufacturing Co.
13-R-4326,Co. Kol-Master Corp.,,"Pure Oil Cos., Smith's Bluff Refinery."
5-R-2856 21-R-4052 15-R-2264,"Lavino, E. J., & Co. Linde Air Products. Lion Oil Co.",15M-R-117 16-R-2275,"Radiant Glass Co. . Reed Roller Bit Co. 10-R-2818 Rushton Co., The W."
15M-R-118,Little Rock Furniture,21-R-4092,".M. 1,1. Rushton, RyaiiAeronautical Co.,"
21-R-4028,Manufacturing Co. Lockheed Aircraft Corp.,,"W., M. W., E. 'W. & d/b/a."
6-R-1840,"McBride Glass Co., The James A. McBride,",,The.
10-R-2821,"d/b/a. Maas Bros., Inc.",8-R-2721,Schneider Transporta- tion Co.
14-R-1769,"Maco Foundry ,& Enamel Shop.",1-R-3860,16-R-2365 Sledge Manufacturing Co.
10-R-2694 18-R-1922,"Manhattan Coils Corp. Marine Iron & Ship- building Co., The.",1-R-3865 10-R-2814,"Smith Paper, Inc. Smith Paper, Inc. Solvay Process Co."
9I-R-1365 20-R-2293,"Mayer, George J., Co. Merchants & Ship Own-",5W-R-2403,Southern Box & Lumber Co.
"10-R-2,759 15M-R-108","ers Tug, Co., Inc. Miami Bottle Gas Co., Inc.","5W-R-115 15-11,2166 21-R-4036","Southern Dyestuff Corp. Southern Industies Co. Southwest Lumber Mills,"
5-R-3041 17-R-1806,Minnesota Mining & Manufacturing Co. Monsanto Chemical Co.,1-R-3888,Inc. ' Standard Box Co. Standard Oil Co. of Indi-
,Montgomery Ward &,13-R-4523,"ana, Whiting Refinery."
,"Co., Inc.",1-R-3893,Standard Romper Co.
6-R-.1811,National Union Fire In- surance Co.,4-R-2764 2-R-7799,"Standard Stoker Co., Inc."
5-R-3051,"Oscar, Hosiery Corp.",9-11-1348,"Steinfeld Fabrits Co. Windows Inc. CO.,"
1-R-3834,"Nebel,",10-11-2805,"Sterling Stilley Plywood Inc.,"
,New. Bedford Cotton Manufacturers Asso-,16-R-2392,"The. _ Stone, J. E., Lumber Co."
,ciation.,,Sunray Oil Corp.
,,16E-R-23,
