row_label,col_1
15-R-1729,Crescent Towing & Salvage Co.
15-R-1768 15-R-1769,Crossett Chemical Co. Crossett Lumber Co.
6-R-1495,Crucible Steel Co. of America.
6-R-1885,Crucible Steel Co. of America.
18-R-1556,"Cudahy Packing Co., The"
10-R-2398,Cumberland Tobacco Works.
16-R-1748,Cummer-Graham Co.
16-R-2065,Cummer-Graham Co.
8-R-1995,"Dana Corp., Spicer Mfg., Division of."
10-R-1878,"Danita Hosiery Mfg. Co., Inc."
2-R-6602,"Danly Machine Specialties, Inc."
2-R-6921,"Dayton, Price, & Co., Ltd., & Muller & Phipps Asia,"
14-R-1632,Darcy Corp.
21-R-8470,Deeco Co.
16-R-2034,Deep Oil Development Co.
18-R-1714,"Deere, John, Dubuque Tractor Co."
5-R-2886,"Delaware Knitting Co., Inc."
18-R-8627,"De Leuw, Cather & Co."
15-R-2151,Delta Pine Products Co.
17-R-1606,"Denver Dry Goods Co., The."
,Denver Producing & Refining Co.
16-R-1964,
7-R-2462 7-R-2526,"Detrex Corp. Detroit Edison Co., The."
7-R-2649,"Detroit Edison Co., The."
18-R-4282,DeVry Corp.
18-R-4286,"Dewey-Shepard Boiler Co., Inc., The. Match Co., The."
1-R-8310,Diamond
,"Dick, A. B., Co. Pattern"
18-R-4204 7-R-2875,Die Tool Engineering Co. & Die Tool Co. Norfolk
5-8E-12 10-R-1784,"Distributors Association of the Area. Shirt Co., Inc. Inc."
,"Dixie Wholesale Grocery Co.,"
10-R-2588,Dixie
20-R-1802,Dohrmann Hotel Supply Co. Dollinger Corp.
8-R-1822,
4-R-2128,Engine & Pump Co.
1-R-3816,"Domestic Dominant, Inc."
2-R-6895,"Don Inc., & Don Juan Co., Inc. Foods, Ltd."
,"Juan,"
,"Silk Hosiery Co., Inc."
2-R-7458 15-R-1748,Dorset Corp.
1-R-8311,Dothan Draper Corp.
1-R-8376 1-R-8555,"Draper Corp. Ltd., U. S."
,"A.,"
18-R-4282,Draper Inc.
18-R-1551,"Drewrys Rubber Co. C. A., Co."
,Dryden
,"Dunham, Pont, E. I., de Nemours"
18-R-1731,"du & Co., Inc. Pont, E. I., de Nemours & Co."
5-R-2454 5-R-2810,"(Spruance du Pont, E. I., de Nemours & Co. (Neoprene Plant)."
9-R-2410 6-R-1621,Light Co.
,du Metal Products Co.
13-R-4113,Duquesne Duro
2-R-6887,Eagle Cabinet Co. . Eagle-Picher Mining & Smelting Co.
17-R-1540 21-R-8421 6-R-1257,Eagle-Picher Mining & Smelting Co. Eastern Gas & Fuel Associates (Koppers Coal Division). Gas & Fuel Associates.
9-R-2435 24-R-156,Eastern Eastern Sugar Associates (a trust).
,Texas Electric Steel Co.
,"Benjamin, Co."
16-R-2096,East
,Mfg. Co.
2-R-7286 7-R-2296,"Eastwood, Eaton Ebensburg Coal Co."
6-R-1524,"Eclipse Lawn Mower Co.,"
13-R-3985 4-R-2234,"Iron Works, Inc. Aircraft Corp."
,The.
,Edge-Moor Edo
2-R-7087,Egyptian Power Co.
14-R-1463,
,Grocery Co.
,Eisner
13-R-3785,
