row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Illinois......................................................,221,108,100,7,1,113,10010,8670,4165,3970,106,89,4505,3580
Indiana......................................................,70,31,31,0,0,39,4431,3971,1742,1698,0,44,2229,1516
Michigan..................................................,155,79,73,4,2,76,7390,6288,3474,3175,177,122,2814,4578
Ohio..........................................................,169,81,80,1,0,88,10739,9898,4713,4573,83,57,5185,4081
Wisconsin..................................................,75,38,36,0,2,37,3807,3282,1544,1458,0,86,1738,1542
East North Central................................,690,337,320,12,5,353,36377,32109,15638,14874,366,398,16471,15297
Alabama....................................................,27,7,7,0,0,20,2057,1851,738,660,0,78,1113,186
Kentucky..................................................,42,17,13,3,1,25,4089,3776,1401,1352,26,23,2375,734
Mississippi................................................,15,9,9,0,0,6,1719,1569,696,696,0,0,873,510
Tennessee..................................................,25,11,8,1,2,14,2534,2269,1121,1045,30,46,1148,1079
East South Central................................,109,44,37,4,3,65,10399,9465,3956,3753,56,147,5509,2509
New Jersey................................................,144,72,63,4,5,72,8321,7079,3939,3318,358,263,3140,4487
New York..................................................,270,174,150,8,16,96,27034,20346,12179,10258,342,1579,8167,15073
Pennsylvania............................................,185,107,97,6,4,78,10043,8894,4334,4108,107,119,4560,4097
Middle Atlantic....................................,599,353,310,18,25,246,45398,36319,20452,17684,807,1961,15867,23657
Arizona......................................................,22,16,13,3,0,6,1191,1005,541,472,69,0,464,613
Colorado....................................................,34,17,16,1,0,17,1922,1636,925,904,21,0,711,1025
Idaho..........................................................,7,6,5,1,0,1,512,445,323,284,39,0,122,508
Montana....................................................,16,10,10,0,0,6,336,266,138,138,0,0,128,192
Nevada......................................................,39,22,20,1,1,17,2329,2032,1046,633,0,413,986,808
New Mexico..............................................,22,13,10,3,0,9,536,469,213,181,30,2,256,178
Utah..........................................................,10,5,5,0,0,5,371,387,180,180,0,0,207,45
Wyoming..................................................,4,2,2,0,0,2,51,49,21,21,0,0,28,26
Mountain..............................................,154,91,81,9,1,63,7248,6289,3387,2813,159,415,2902,3395
