Size of unit (number of employees),Number eligible to vote,Total elections,Cumulative percent of total,Section A — Certification elections (RC and RM) — Elections in which representation rights were won by — AFL-CIO unions — Number,Section A — Certification elections (RC and RM) — Elections in which representation rights were won by — AFL-CIO unions — Percent by size class,Section A — Certification elections (RC and RM) — Elections in which representation rights were won by — Teamsters — Number,Section A — Certification elections (RC and RM) — Elections in which representation rights were won by — Teamsters — Percent by size class,Section A — Certification elections (RC and RM) — Elections in which representation rights were won by — Other national unions — Number,Section A — Certification elections (RC and RM) — Elections in which representation rights were won by — Other national unions — Percent by size class,Section A — Certification elections (RC and RM) — Elections in which representation rights were won by — Other local unions — Number,Section A — Certification elections (RC and RM) — Elections in which representation rights were won by — Other local unions — Percent by size class,Section A — Elections in which no representative was chosen — Number,Section A — Elections in which no representative was chosen — Percent by size class
Total RC and RM elections (subtotal),171648,3453,100.0,982,28.4,442,12.8,32,0.9,145,4.2,1851,53.6
