row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
• Arizona,3,1,1,0,o,2,89,82,45,45,0,o,37,41
Utah,1,o,o,o,o,1,28,26,12,12,0,o,14,o
Nevada,6,2,2,0,0,4,241,228,113,113,0,o,115,179
Mountain,29,8,8,0,o,21,909,835,377,377,o,o,458,327
Washington,25,9,9,o,0,16,631,551,259,259,o,0,292,376
Oregon,13,2,1,1,o,11,333,269,110,47,63,o,159,126
California,64,17,16,0,1,47,2470,2136,964,789,o,175,1.172,949
Alaska,1,o,o,o,o,I,10,6,1,1,0,0,5,0
Hawaii,1,1,1,o,o,0,24,17,12,12,o,0,5,24
Guam .. ............... .. ........... ........... .. ....,0,o,o,o,o,o,o,o,o,o,o,0,o,0
Pacific,104,29,27,1,1,75,3468,2979,1346,1108,63,175,1633,1475
Puerto Rico,o,o,0,o,o,o,o,o,o,o,o,o,o,0
Virgin Islands,o,o,o,o,o,o,o,o,o,o,o,o,o,0
Outlying Areas .,o,o,o,o,o,o,o,o,o,o,o,o,o,o
"Total, all States and areas .",531,165,158,1,6,366,24485,21548,9587,8610,113,864,11961,10003
