Standard Federal Region,All cases,Unfair labor practice cases / All C cases,Representation cases / CA,Union deauthorization cases / CB,Amendment of certification cases / CC,Unit clarification cases / CD,CE,CG,CP,All R cases,RC,RM,RD,UD,AC,UC
"Region VIII, IX, X regional rollup",,,,,,,,,,,,,,,,
"Total, all States and areas",41507,33833,24075,8157,965,297,46,30,263,7173,5678,327,1168,152,23,326
