row_label,col_1,col_2
"Universal Pictures Co., Inc., Universal City, Calif",27,133
"Universal Pictures Co., Inc., New York City, N. Y",32,130
Utica Willowvale Bleaching Company,27,215
Vega Airplane Company,32,170
"Vellumoid Company, The",32,69
Vermont Marble Company,98,169
Vermont Marble Company,28,169
"Vernon Tool Company, Ltd",28,66
"Vesta Coal Company, The",27,131
Vincent Steel Process Company,32,158
Virginia Bridge Company,29,43
"WDEL, Incorporated",27,84
"WGAL, Incorporated",27,84
Wackman Welded Ware Company,,
"Wanger, Walter Productions, Inc",27 27,127 133
Ward-Stilson Company,25,109
"Warman Steel Casting Company, Vernon, Calif",30,55
"Warner Bros. Pictures, Inc., Burbank, Calif.",27,8
"Warner Bros. Pictures, Inc., New York City, N. Y",32,130
"Washington Dental Supply Company Watkins Company, J. R. of Delaware and Watkins Company, J. R.",27,189
of Maryland,28,23
"Weinberger Sales Company, Inc Weirton Steel Company",27,126
Wells-Lamont Smith Corporation,32,179 8
Westerman Print Company,25 27,1
Western Cartridge Company,31,148
,31,100
Western Tablet and Stationery Company Western Tablet and Stationery Company,,
Western Tablet and Stationery Company,31,100 100
"Western Union Telegraph Company, Buffalo, N. Y",31 32,44
"Western Union Telegraph Company, Cleveland, Ohio",30,158
"Western Union Telegraph Company, Detroit, Mich",32,86
"Western Union Telegraph Company, Detroit, Mich",32,86
"Western Union Telegraph Company, Hartford, Conn",30,156
"Western Union Telegraph Company, Los Angeles, Calif",31,106
"Western Union Telegraph Company, New York City, N. Y",27,33
"Western Union Telegraph Company, Philadelphia, Pa",,92
"Western Union Telegraph Company, Pittsburgh, Pa",31 30,165
"Western Union Telegraph Company, Pittsburgh, Pa",26,
"Western Union Telegraph Company, Springfield, Ill",30,37 112
"Western Union Telegraph Company, Syracuse, N. Y",30,166
"Western Union Telegraph Company, Toledo Ohio",,
"Westinghouse Electric & Manufacturing Co., Buffalo, N. Y",30 27,105 86
"Westinghouse Electric & Manufacturing Co., Cincinnati Service Shop_",,94
"Westinghouse Electric & Manufacturing Co., East Pittsburgh, Plant Westinghouse Electric & Manufacturing Co., Johnstown, Pa",31,
"Westinghouse Electric & Manufacturing Co., Lima, Ohio",32,41
"Westinghouse Electric & Manufacturing Co., Westinghouse X-Ray",30 28,77 123
"Division, Long Island City, N. Y Westinghouse Electric & Manufacturing Co., Westinghouse X-Ray",,95
"Division, Long Island City, N. Y",32,
"Westinghouse Electric & Manufacturing Co., Motor Division, Newark,",32 27,95 113
"N. J Westinghouse Electric & Manufacturing Co., Radio Division, Nuttall Plant, Pittsburgh, Pa",27,214
"Westinghouse Electric & Manufacturing Co., Porcelain Division",,
"Westinghouse Electric & Manufacturing Co., Saginaw, Mich",31,101
"Electric & Manufacturing Co., Lamp Division at Tren-",30,159
"Westinghouse ton, N. J",32,60
"Westinghouse Electric & Manufacturing Co., Wilkes Barre, Pa Westinghouse Electric & Manufacturing",31,104
"Co., Fairmont Repair Division",,
Kentucky Coal Company,33,6
West,,
